,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
3554,cap_and_trade,"1990 measure moves PPL to clean up plants ** ""Scrubbers' will aid air around Montour County plants.: [FIFTH Edition]",Sam Kennedy and Dan Shope Of The Morning Call,"Morning Call; Allentown, Pa.","Feb 24, 2005","Allentown, Pa.",,NATIONAL,https://www.proquest.com/newspapers/1990-measure-moves-ppl-clean-up-plants-scrubbers/docview/393253780/se-2?accountid=13360,PA
3589,cap_and_trade,N.J. energy funds hit to balance the budget: Millions dedicated for environmental programs have also been redirected.,"Rao, Maya","Philadelphia Inquirer; Philadelphia, Pa.","Jul 5, 2010","Philadelphia, Pa.",B.1,SOUTH JERSEY AND THE REGION,https://www.proquest.com/newspapers/n-j-energy-funds-hit-balance-budget/docview/578364387/se-2?accountid=13360,PA
3675,cap_and_trade,Capitol Hill hopefuls respond to Obama on jobs ** POINT/COUNTERPOINT ** A place to be heard ** TOWN SQUARE,"President Barack Obama; Callahan, John; Dent, Charlie; towne, Jake","Morning Call; Allentown, Pa.","Dec 13, 2009","Allentown, Pa.",A.22,News,https://www.proquest.com/newspapers/capitol-hill-hopefuls-respond-obama-on-jobs-point/docview/393370024/se-2?accountid=13360,PA
3747,cap_and_trade,Government has to cut costs -- right?,"Markowitz, Jack","Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Jun 20, 2010","Greensburg, Pa.",,,https://www.proquest.com/newspapers/government-has-cut-costs-right/docview/504533486/se-2?accountid=13360,PA
3759,cap_and_trade,Pelosi's hot potato: Changing climate,Anonymous,"Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Jun 8, 2009","Greensburg, Pa.",,,https://www.proquest.com/newspapers/pelosis-hot-potato-changing-climate/docview/382334183/se-2?accountid=13360,PA
3762,cap_and_trade,It's all about the green,Anonymous,"Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Mar 28, 2011","Greensburg, Pa.",,,https://www.proquest.com/newspapers/all-about-green/docview/858872127/se-2?accountid=13360,PA
3777,cap_and_trade,Time to rethink energy legislation,Anonymous,"Republican & Herald; Pottsville, Pa.","Feb 2, 2010","Pottsville, Pa.",A.11,,https://www.proquest.com/newspapers/time-rethink-energy-legislation/docview/440913081/se-2?accountid=13360,PA
3790,cap_and_trade,Climate disruption,,"Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Dec 23, 2018","Greensburg, Pa.",,,https://www.proquest.com/newspapers/climate-disruption/docview/2159950471/se-2?accountid=13360,PA
3809,cap_and_trade,'Fee And Dividend': How To Reduce Co2,,"Intelligencer Journal / Lancaster New Era; Lancaster, Pa.","Mar 8, 2013","Lancaster, Pa.",A.11,A,https://www.proquest.com/newspapers/fee-dividend-how-reduce-co2/docview/1315218571/se-2?accountid=13360,PA
3833,cap_and_trade,Obama's Environmental Terrorists On The Prowl,Anonymous,"Intelligencer Journal / Lancaster New Era; Lancaster, Pa.","Dec 31, 2009","Lancaster, Pa.",A.9,A,https://www.proquest.com/newspapers/obamas-environmental-terrorists-on-prowl/docview/244040841/se-2?accountid=13360,PA
3835,cap_and_trade,Energy drain: Obama's blinders ...,Anonymous,"Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Mar 14, 2009","Greensburg, Pa.",,,https://www.proquest.com/newspapers/energy-drain-obamas-blinders/docview/382340454/se-2?accountid=13360,PA
3840,cap_and_trade,Time to rethink energy legislation,Anonymous,"The News - Item; Shamokin, Pa.","Jan 30, 2010","Shamokin, Pa.",A.4,,https://www.proquest.com/newspapers/time-rethink-energy-legislation/docview/440936698/se-2?accountid=13360,PA
3841,cap_and_trade,Letter to the Editor: Government is much too large,Public Opinion Online,"Public Opinion; Chambersburg, Pa.","May 11, 2010","Chambersburg, Pa.",,Opinion,https://www.proquest.com/newspapers/letter-editor-government-is-much-too-large/docview/237890385/se-2?accountid=13360,PA
3854,cap_and_trade,"Vote will kill jobs, increase taxes",Anonymous,"Republican & Herald; Pottsville, Pa.","Jun 30, 2009","Pottsville, Pa.",A.11,,https://www.proquest.com/newspapers/vote-will-kill-jobs-increase-taxes/docview/440883737/se-2?accountid=13360,PA
3866,cap_and_trade,BE HONEST ABOUT BILL,"O'Brien, Sean","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Jul 11, 2009","Pittsburgh, Pa.",B.6,EDITORIAL,https://www.proquest.com/newspapers/be-honest-about-bill/docview/390599411/se-2?accountid=13360,PA
3899,cap_and_trade,U.S needs more nuclear power,Anonymous,"Standard - Speaker; Hazleton, Pa.","Feb 3, 2010","Hazleton, Pa.",B.4,,https://www.proquest.com/newspapers/u-s-needs-more-nuclear-power/docview/440845383/se-2?accountid=13360,PA
3906,cap_and_trade,Nuclear power has its pros and cons,Anonymous,"Daily Review; Towanda, Pa.","Feb 8, 2010","Towanda, Pa.",A.4,,https://www.proquest.com/newspapers/nuclear-power-has-pros-cons/docview/440969402/se-2?accountid=13360,PA
3911,cap_and_trade,Adler's simply the best,,"Philadelphia Inquirer; Philadelphia, Pa.","Oct 17, 2010","Philadelphia, Pa.",D.4,CURRENTS - EDITORIAL,https://www.proquest.com/newspapers/adlers-simply-best/docview/758815193/se-2?accountid=13360,PA
3917,cap_and_trade,WHY I VOTED TO KEEP FEDERAL MERCURY STANDARDS NO CREDIBLE INFORMATION DEMONSTRATED THAT THE PROPOSED RULE WOULD RESULT IN ANY MEASURABLE ADDITIONAL BENEFITS: [REGION Edition],,"Pittsburgh Post - Gazette; Pittsburgh, Pa.","Jun 28, 2006","Pittsburgh, Pa.",,EDITORIAL,https://www.proquest.com/newspapers/why-i-voted-keep-federal-mercury-standards-no/docview/390915913/se-2?accountid=13360,PA
3962,cap_and_trade,"State's future? Study says hotter, drier **Emissions must be curbed, experts say, to stop global warming.",Arlene Mart!nez,"Morning Call; Allentown, Pa.","Oct 2, 2008","Allentown, Pa.",A.5,National,https://www.proquest.com/newspapers/states-future-study-says-hotter-drier-emissions/docview/393309166/se-2?accountid=13360,PA
3982,cap_and_trade,Obama nowhere near end of hurdles,"Raasch, Chuck","Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Oct 28, 2009","Greensburg, Pa.",,,https://www.proquest.com/newspapers/obama-nowhere-near-end-hurdles/docview/382295546/se-2?accountid=13360,PA
3986,cap_and_trade,Study indicates taxing emissions creates N.J. jobs: The goal: Get the state back into an emissions initiative.,"Farrell, Joelle","Philadelphia Inquirer; Philadelphia, Pa.","Feb 16, 2012","Philadelphia, Pa.",B.1,SOUTH JERSEY & THE REGION,https://www.proquest.com/newspapers/study-indicates-taxing-emissions-creates-n-j-jobs/docview/921993043/se-2?accountid=13360,PA
3989,cap_and_trade,Reaction from both sides,,"Philadelphia Daily News; Philadelphia, Pa.","Jun 16, 2010","Philadelphia, Pa.",3,NATIONAL,https://www.proquest.com/newspapers/reaction-both-sides/docview/502270703/se-2?accountid=13360,PA
3991,cap_and_trade,Poll: Residents support transition to renewables,"Suttles, Chrissy","The Evening Sun; Hanover, Pa.","Mar 30, 2021","Hanover, Pa.",A.5,News,https://www.proquest.com/newspapers/poll-residents-support-transition-renewables/docview/2508006582/se-2?accountid=13360,PA
3998,cap_and_trade,Crusade against coal,"Roddey, Jim","Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Jul 30, 2014","Greensburg, Pa.",,,https://www.proquest.com/newspapers/crusade-against-coal/docview/1549604851/se-2?accountid=13360,PA
4000,cap_and_trade,Anti-Sestak ad pulled; Toomey camp miffed **Senate candidates trade barbs over accuracy of television spot.,Colby Itkowitz,"Morning Call; Allentown, Pa.","Jul 16, 2010","Allentown, Pa.",A.11,News,https://www.proquest.com/newspapers/anti-sestak-ad-pulled-toomey-camp-miffed-senate/docview/612900481/se-2?accountid=13360,PA
4007,cap_and_trade,EPA unveils new mercury rules; An environmental group has started a campaign for tougher state regulations.,"Joyce, Tom","York Daily Record; York, Pa.","Mar 16, 2005","York, Pa.",,BUSINESS,https://www.proquest.com/newspapers/epa-unveils-new-mercury-rules-environmental-group/docview/274419234/se-2?accountid=13360,PA
4035,cap_and_trade,Time is right to renew nuclear power development,Anonymous,"Citizens' Voice; Wilkes-Barre, Pa.","Feb 2, 2010","Wilkes-Barre, Pa.",T.14,,https://www.proquest.com/newspapers/time-is-right-renew-nuclear-power-development/docview/399135281/se-2?accountid=13360,PA
4127,cap_and_trade,Poll: Most in Pa. support transition to renewables,"Suttles, Chrissy","Public Opinion; Chambersburg, Pa.","Apr 1, 2021","Chambersburg, Pa.",A.6,News,https://www.proquest.com/newspapers/poll-most-pa-support-transition-renewables/docview/2508012267/se-2?accountid=13360,PA
4165,cap_and_trade,Business climate not best for steel,"Napsha, Joe","Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","May 1, 2010","Greensburg, Pa.",,,https://www.proquest.com/newspapers/business-climate-not-best-steel/docview/230713948/se-2?accountid=13360,PA
4169,cap_and_trade,"SOME LIKE IT HOT? PEOPLE KNOW CLIMATE CHANGE, BUT POLITICIANS CHILL",,"Pittsburgh Post - Gazette; Pittsburgh, Pa.","Jul 12, 2012","Pittsburgh, Pa.",B.6,EDITORIAL,https://www.proquest.com/newspapers/some-like-hot-people-know-climate-change/docview/1024474063/se-2?accountid=13360,PA
4175,cap_and_trade,COST OF GLOBAL WARMING SOME DENIERS BEAT A RETREAT AFTER SUPERSTORM SANDY,"Basu, Rekha","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Nov 7, 2012","Pittsburgh, Pa.",A.17,EDITORIAL,https://www.proquest.com/newspapers/cost-global-warming-some-deniers-beat-retreat/docview/1139563471/se-2?accountid=13360,PA
4178,cap_and_trade,"Sometimes, it's possible to do well by doing good. Legislation... [Derived headline]","Swartz, Rabbi Daniel J","The Times - Tribune; Scranton, Pa.","Jun 8, 2008","Scranton, Pa.",D.4,,https://www.proquest.com/newspapers/sometimes-possible-do-well-doing-good-legislation/docview/252267270/se-2?accountid=13360,PA
4186,cap_and_trade,Crusade against coal,"Roddey, Jim","Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Jul 31, 2014","Greensburg, Pa.",,,https://www.proquest.com/newspapers/crusade-against-coal/docview/1550072606/se-2?accountid=13360,PA
4206,cap_and_trade,Poll: Most in Pa. support transition to renewables,"Suttles, Chrissy","York Daily Record; York, Pa.","Mar 31, 2021","York, Pa.",A.1,News,https://www.proquest.com/newspapers/poll-most-pa-support-transition-renewables/docview/2507022344/se-2?accountid=13360,PA
4256,cap_and_trade,Holden's Persona Propels Him To Victory Over Argall,"Wolfgang, Ben","Standard - Speaker; Hazleton, Pa.","Nov 04, 2010","Hazleton, Pa.",,News,https://www.proquest.com/newspapers/holdens-persona-propels-him-victory-over-argall/docview/762383664/se-2?accountid=13360,PA
4267,cap_and_trade,RGGI not Pa.’s best option to cut carbon: OP-ED,"Bauman, Yoram; Delavan, Will","Philadelphia Daily News; Philadelphia, Pa.","Apr 12, 2021","Philadelphia, Pa.",A.17,Opinion,https://www.proquest.com/newspapers/rggi-not-pa-s-best-option-cut-carbon/docview/2511106228/se-2?accountid=13360,PA
4275,cap_and_trade,14TH U.S. HOUSE DOYLE HAS EARNED ANOTHER TERM IN CONGRESS,Anonymous,"Pittsburgh Post - Gazette; Pittsburgh, Pa.","Oct 14, 2010","Pittsburgh, Pa.",B.6,EDITORIAL,https://www.proquest.com/newspapers/14th-u-s-house-doyle-has-earned-another-term/docview/757777830/se-2?accountid=13360,PA
4296,cap_and_trade,Badly needed standards part of climate bill,Anonymous,"Republican & Herald; Pottsville, Pa.","Jun 27, 2009","Pottsville, Pa.",A.11,,https://www.proquest.com/newspapers/badly-needed-standards-part-climate-bill/docview/251110429/se-2?accountid=13360,PA
4338,cap_and_trade,CLEAN AIR ** It's a mistake for Pennsylvania to adopt federal approach to mercury regulations: [FIFTH Edition],The Morning Call,"Morning Call; Allentown, Pa.","Jun 22, 2006","Allentown, Pa.",,OPINION,https://www.proquest.com/newspapers/clean-air-mistake-pennsylvania-adopt-federal/docview/393264989/se-2?accountid=13360,PA
4368,cap_and_trade,"DEMOCRACY, CLEAN AIR AND CLEAN WATER DO NOT GO BETTER WITH KOCH","Altschuler, Glenn C","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Oct 6, 2019","Pittsburgh, Pa.",E-6,ARTS & ENTERTAINMENT,https://www.proquest.com/newspapers/democracy-clean-air-water-do-not-go-better-with/docview/2301037565/se-2?accountid=13360,PA
4370,cap_and_trade,Where streets are covered with strange Democrats,"Last, Jonathan","Philadelphia Inquirer; Philadelphia, Pa.","Aug 26, 2008","Philadelphia, Pa.",A.11,EDITORIAL,https://www.proquest.com/newspapers/where-streets-are-covered-with-strange-democrats/docview/287587592/se-2?accountid=13360,PA
4374,cap_and_trade,be for community water supply systems that straddle the Basin... [Derived headline],Anonymous,"Daily Review; Towanda, Pa.","Jun 2, 2006","Towanda, Pa.",F.17,,https://www.proquest.com/newspapers/be-community-water-supply-systems-that-straddle/docview/365909110/se-2?accountid=13360,PA
4404,cap_and_trade,"More pain, little gain","Browne, John","Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Feb 7, 2010","Greensburg, Pa.",,,https://www.proquest.com/newspapers/more-pain-little-gain/docview/382275510/se-2?accountid=13360,PA
4432,cap_and_trade,Sizing up the veeps: Who's the best statesperson?,Anonymous,"Standard - Speaker; Hazleton, Pa.","Sep 7, 2008","Hazleton, Pa.",C.2,,https://www.proquest.com/newspapers/sizing-up-veeps-whos-best-statesperson/docview/250864811/se-2?accountid=13360,PA
4449,cap_and_trade,BUSH OPPOSES LIMITS ON POLLUTION LINKED TO GLOBAL WARMING: [REGION Edition],Brendan Murray and Kim Chipman Bloomberg News,"Pittsburgh Post - Gazette; Pittsburgh, Pa.","Jan 23, 2007","Pittsburgh, Pa.",,NATIONAL,https://www.proquest.com/newspapers/bush-opposes-limits-on-pollution-linked-global/docview/390886601/se-2?accountid=13360,PA
4453,cap_and_trade,"STATE CLIMATE PLAN, RECOMMENDATIONS RELEASED","Litvak, Anya","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Dec 20, 2013","Pittsburgh, Pa.",A.12,BUSINESS,https://www.proquest.com/newspapers/state-climate-plan-recommendations-released/docview/1469610138/se-2?accountid=13360,PA
4455,cap_and_trade,No climate for a change treaty,Anonymous,"The York Dispatch; York, Pa.","Nov 12, 2009","York, Pa.",,Opinion,https://www.proquest.com/newspapers/no-climate-change-treaty/docview/380342454/se-2?accountid=13360,PA
4467,cap_and_trade,FINDING PAYING CUSTOMERS FOR CARBON POLLUTION,"Litvak, Anya","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Oct 6, 2015","Pittsburgh, Pa.",C.1,BUSINESS,https://www.proquest.com/newspapers/finding-paying-customers-carbon-pollution/docview/1719206171/se-2?accountid=13360,PA
4468,cap_and_trade,BILL GATES: AVOIDING CLIMATE DISASTER POSSIBLE BUT COSTLY,"Altschuler, Glenn C","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Jun 8, 2021","Pittsburgh, Pa.",C-1,ARTS & ENTERTAINMENT,https://www.proquest.com/newspapers/bill-gates-avoiding-climate-disaster-possible/docview/2537904649/se-2?accountid=13360,PA
4483,cap_and_trade,"McCain comeback a triumph of survival, personality",Anonymous,"The York Dispatch; York, Pa.","Jun 11, 2008","York, Pa.",,Opinion,https://www.proquest.com/newspapers/mccain-comeback-triumph-survival-personality/docview/380403223/se-2?accountid=13360,PA
4486,cap_and_trade,CRUCIBLE OF TRUMPISM CLIMATE CHANGE DENIAL IS WHERE MENACING OF CRITICS BEGAN,,"Pittsburgh Post - Gazette; Pittsburgh, Pa.","Dec 8, 2018","Pittsburgh, Pa.",WB-3,OPINION,https://www.proquest.com/newspapers/crucible-trumpism-climate-change-denial-is-where/docview/2151686218/se-2?accountid=13360,PA
4499,cap_and_trade,NATURAL GAS PRODUCES HOT AIR BOTH FRACTIVISTS AND THE NATURAL-GAS INDUSTRY EMBELLISH THEIR CLAIMS,"Stockman, Farah","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Nov 18, 2012","Pittsburgh, Pa.",B.1,EDITORIAL,https://www.proquest.com/newspapers/natural-gas-produces-hot-air-both-fractivists/docview/1173195943/se-2?accountid=13360,PA
4506,cap_and_trade,Creator is Daily News cartoonist.: 'Green' family comic sprouts in Inquirer,"Davis, Carolyn","Philadelphia Inquirer; Philadelphia, Pa.","Jun 4, 2009","Philadelphia, Pa.",E.1,FEATURES MAGAZINE,https://www.proquest.com/newspapers/creator-is-daily-news-cartoonist/docview/287741436/se-2?accountid=13360,PA
4529,cap_and_trade,'Coal' is not a dirty word if we are realistic about saving the Earth,"Santorum, Rick","Philadelphia Inquirer; Philadelphia, Pa.","Jun 5, 2008","Philadelphia, Pa.",A.19,EDITORIAL,https://www.proquest.com/newspapers/coal-is-not-dirty-word-if-we-are-realistic-about/docview/921660277/se-2?accountid=13360,PA
4531,cap_and_trade,WILL GOOD DATA HELP OPINIONS ON GAS?,"Litvak, Anya","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Jan 31, 2021","Pittsburgh, Pa.",G-1,POWERSOURCE,https://www.proquest.com/newspapers/will-good-data-help-opinions-on-gas/docview/2483663356/se-2?accountid=13360,PA
4539,cap_and_trade,'Mr. Everyman' Wins Again: Experts Say Rep. Tim Holden Nearly Invincible,"Wolfgang, Ben","Republican & Herald; Pottsville, Pa.","Nov 04, 2010","Pottsville, Pa.",,News,https://www.proquest.com/newspapers/mr-everyman-wins-again-experts-say-rep-tim-holden/docview/762383947/se-2?accountid=13360,PA
4540,cap_and_trade,DEMOCRATS: NO REASON TO CELEBRATE PENNSYLVANIA PRIMARY RESULTS DON'T BODE WELL FOR THEM IN THE FALL,Anonymous,"Pittsburgh Post - Gazette; Pittsburgh, Pa.","May 23, 2010","Pittsburgh, Pa.",B.3,LOCAL,https://www.proquest.com/newspapers/democrats-no-reason-celebrate-pennsylvania/docview/312399652/se-2?accountid=13360,PA
4541,cap_and_trade,SLOW AND STEADY MAY WIN THE RACE CONTAINER SHIPS CUT CARBON FOOTPRINT BY CUTTING THE ENGINES,"Rosenthal, Elisabeth","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Feb 21, 2010","Pittsburgh, Pa.",A.4,WORLD,https://www.proquest.com/newspapers/slow-steady-may-win-race-container-ships-cut/docview/390593489/se-2?accountid=13360,PA
4556,cap_and_trade,"Tea party sequel planned for Easton **Organizers hope to remind politicians of deficit, spending concerns at Centre Square rally.","Kraus, Scott","Morning Call; Allentown, Pa.","Jul 1, 2009","Allentown, Pa.",A.22,News,https://www.proquest.com/newspapers/tea-party-sequel-planned-easton-organizers-hope/docview/393333691/se-2?accountid=13360,PA
4566,cap_and_trade,"Gerlach, Trivedi spar over economy in debate","Farrell, Joelle","Philadelphia Inquirer; Philadelphia, Pa.","Oct 13, 2010","Philadelphia, Pa.",B.1,LOCAL NEWS PHILADELPHIA & THE REGION,https://www.proquest.com/newspapers/gerlach-trivedi-spar-over-economy-debate/docview/757738463/se-2?accountid=13360,PA
4579,cap_and_trade,Veteran pair Doyle and Murtha deserve new House terms,Anonymous,"Pittsburgh Post - Gazette; Pittsburgh, Pa.","Oct 24, 2008","Pittsburgh, Pa.",B.6,EDITORIAL,https://www.proquest.com/newspapers/veteran-pair-doyle-murtha-deserve-new-house-terms/docview/390485939/se-2?accountid=13360,PA
4588,cap_and_trade,"Christie rolls out energy plan: Reversing renewable goals, it has a ""basket of options.""",Maya Rao INQUIRER TRENTON BUREAU,"Philadelphia Inquirer; Philadelphia, Pa.","Jun 8, 2011","Philadelphia, Pa.",A.1,LOCAL,https://www.proquest.com/newspapers/christie-rolls-out-energy-plan/docview/870884366/se-2?accountid=13360,PA
4601,cap_and_trade,State's power plants are leading polluters ** Reliant Energy facility in Indiana County ranks tops in nation.: [FIFTH Edition],The Morning Call and wire reports,"Morning Call; Allentown, Pa.","May 12, 2005","Allentown, Pa.",,BUSINESS,https://www.proquest.com/newspapers/states-power-plants-are-leading-polluters-reliant/docview/393164149/se-2?accountid=13360,PA
4617,cap_and_trade,No climate for a change treaty,"Will, George F","Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Nov 8, 2009","Greensburg, Pa.",,,https://www.proquest.com/newspapers/no-climate-change-treaty/docview/382294858/se-2?accountid=13360,PA
4619,cap_and_trade,LET'S HOLD A GREEN ELECTION THE CANDIDATES MUST DETAIL THEIR ENERGY AND ENVIRONMENTAL POLICIES: [REGION Edition],,"Pittsburgh Post - Gazette; Pittsburgh, Pa.","Apr 26, 2007","Pittsburgh, Pa.",,EDITORIAL,https://www.proquest.com/newspapers/lets-hold-green-election-candidates-must-detail/docview/390854060/se-2?accountid=13360,PA
4653,cap_and_trade,Nations failing; climate change action goes local,"Paskus, Laura","Philadelphia Tribune; Philadelphia, Pa.","Jan 25, 2011","Philadelphia, Pa.",,COMMENTARY,https://www.proquest.com/newspapers/nations-failing-climate-change-action-goes-local/docview/853965975/se-2?accountid=13360,PA
4661,cap_and_trade,McCain forecasts landslide of support,,"Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Feb 1, 2008","Greensburg, Pa.",,,https://www.proquest.com/newspapers/mccain-forecasts-landslide-support/docview/382407607/se-2?accountid=13360,PA
4664,cap_and_trade,"N.J. aims to stop new energy rules: Christie calls federal clean-energy requirements ""unprecedented regulatory overreach.""","Seidman, Andrew","Philadelphia Inquirer; Philadelphia, Pa.","Sep 3, 2015","Philadelphia, Pa.",B.1,SOUTH JERSEY & THE REGION,https://www.proquest.com/newspapers/n-j-aims-stop-new-energy-rules/docview/1709291410/se-2?accountid=13360,PA
4684,cap_and_trade,OP-ED: Right step on coal plants,"Robinson, Eugene","The York Dispatch; York, Pa.","Jun 4, 2014","York, Pa.",,Opinion,https://www.proquest.com/newspapers/op-ed-right-step-on-coal-plants/docview/1532194771/se-2?accountid=13360,PA
4703,cap_and_trade,Emissions plan may dethrone King Coal,"Conti, David","Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Jun 3, 2014","Greensburg, Pa.",,,https://www.proquest.com/newspapers/emissions-plan-may-dethrone-king-coal/docview/1531855109/se-2?accountid=13360,PA
4721,cap_and_trade,Republicans have the answers Obama seeks on creating jobs ** POINT / COUNTERPOINT: HOYER VS. BOEHNER,"Boehner, Rep John","Morning Call; Allentown, Pa.","Dec 4, 2009","Allentown, Pa.",A.1,News,https://www.proquest.com/newspapers/republicans-have-answers-obama-seeks-on-creating/docview/393343225/se-2?accountid=13360,PA
4730,cap_and_trade,COURTS OF LAST RESORT CONSERVATIVE JUSTICES COULD THWART A NEW PROGRESSIVE ERA,"Dionne, EJ, Jr","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Jul 2, 2008","Pittsburgh, Pa.",B.7,EDITORIAL,https://www.proquest.com/newspapers/courts-last-resort-conservative-justices-could/docview/392102769/se-2?accountid=13360,PA
4737,cap_and_trade,GROUPS DEMAND REDUCED MERCURY STATE URGED TO ACT IF EVEN U.S. WON'T: [SOONER Edition],"Hopey, Don","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Aug 10, 2004","Pittsburgh, Pa.",,STATE,https://www.proquest.com/newspapers/groups-demand-reduced-mercury-state-urged-act-if/docview/390921001/se-2?accountid=13360,PA
4744,cap_and_trade,Emissions plan may dethrone King Coal,"Conti, David","Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Jun 2, 2014","Greensburg, Pa.",,,https://www.proquest.com/newspapers/emissions-plan-may-dethrone-king-coal/docview/1531531111/se-2?accountid=13360,PA
4754,cap_and_trade,OBAMA SETTING CLIMATE GOALS WILL PLEDGE TO CUT GREENHOUSE GAS EMISSIONS IN U.S. AT GLOBAL MEETING,"Broder, John M","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Nov 26, 2009","Pittsburgh, Pa.",A.1,"HEALTH, SCIENCE, MEDICINE AND TECHNOLOGY",https://www.proquest.com/newspapers/obama-setting-climate-goals-will-pledge-cut/docview/390576805/se-2?accountid=13360,PA
4756,cap_and_trade,The wisdom of Massachusetts voters,"Phillips, Joseph C","New Pittsburgh Courier, City Edition; Pittsburgh, Pa.","Jan 27-Feb 2, 2010","Pittsburgh, Pa.",,OPINION,https://www.proquest.com/newspapers/wisdom-massachusetts-voters/docview/368066411/se-2?accountid=13360,PA
4758,cap_and_trade,GORE FAULTS OBAMA ON CLIMATE CHANGE NOBEL LAUREATE SAYS PRESIDENT HASN'T SHOWN LEADERSHIP IN FACE OF MOUNTING CRISIS,"Broder, John M","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Jun 23, 2011","Pittsburgh, Pa.",A.5,NATIONAL,https://www.proquest.com/newspapers/gore-faults-obama-on-climate-change-nobel/docview/873308781/se-2?accountid=13360,PA
4777,cap_and_trade,OBAMA TAPS 3 FOR CABINET POSITIONS PRESIDENT CHARGES HIS SECOND-TERM PICKS WITH 'INVESTING IN AMERICAN ENERGY AND CREATING JOBS AND ECONOMIC OPPORTUNITY',"Bolstad, Erika","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Mar 5, 2013","Pittsburgh, Pa.",A.1,NATIONAL,https://www.proquest.com/newspapers/obama-taps-3-cabinet-positions-president-charges/docview/1314488846/se-2?accountid=13360,PA
4796,cap_and_trade,"Duke Energy CEO tries to balance environmental, financial concerns",,"The York Dispatch; York, Pa.","Feb 23, 2007","York, Pa.",,Business,https://www.proquest.com/newspapers/duke-energy-ceo-tries-balance-environmental/docview/380319306/se-2?accountid=13360,PA
4808,cap_and_trade,W.VA. PRIMARY ECHOES NATIONAL ANTIPATHY FOR INCUMBENTS,"McNulty, Timothy","Pittsburgh Post - Gazette; Pittsburgh, Pa.","May 13, 2010","Pittsburgh, Pa.",A.1,NATIONAL,https://www.proquest.com/newspapers/w-va-primary-echoes-national-antipathy-incumbents/docview/276215654/se-2?accountid=13360,PA
4864,cap_and_trade,YOUR OPINION,Anonymous,"The Times - Tribune; Scranton, Pa.","Nov 25, 2009","Scranton, Pa.",A.10,,https://www.proquest.com/newspapers/your-opinion/docview/577408281/se-2?accountid=13360,PA
4867,cap_and_trade,CLIMATE CHANGE PANELISTS URGE SWIFT ACTION,"Hopey, Don","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Aug 15, 2019","Pittsburgh, Pa.",B-1,LOCAL,https://www.proquest.com/newspapers/climate-change-panelists-urge-swift-action/docview/2273089297/se-2?accountid=13360,PA
4877,cap_and_trade,Letters To The Editor - 3/8/2014,,"The Times - Tribune; Scranton, Pa.","Mar 8, 2014","Scranton, Pa.",,Opinion,https://www.proquest.com/newspapers/letters-editor-3-8-2014/docview/1505018409/se-2?accountid=13360,PA
4914,cap_and_trade,"Clinton, Obama at convention center this morning","Napsha, Joe","Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.","Apr 14, 2008","Greensburg, Pa.",,,https://www.proquest.com/newspapers/clinton-obama-at-convention-center-this-morning/docview/382386769/se-2?accountid=13360,PA
4924,cap_and_trade,BATTLE BREWS WITH MCCAIN OVER PLATFORM,"Shear, Michael D","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Jul 7, 2008","Pittsburgh, Pa.",A.1,NATIONAL,https://www.proquest.com/newspapers/battle-brews-with-mccain-over-platform/docview/392219004/se-2?accountid=13360,PA
4939,cap_and_trade,"IN INDIA, A MOUNTAIN OF TRASH MEANS A LIVING","Lakshmi, Rama","Pittsburgh Post - Gazette; Pittsburgh, Pa.","Nov 27, 2011","Pittsburgh, Pa.",A.4,WORLD,https://www.proquest.com/newspapers/india-mountain-trash-means-living/docview/906100392/se-2?accountid=13360,PA
