,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
2420,cap_and_trade,"Copenhagen meeting elicits support, critics","Emerson, Sandra","Inland Valley Daily Bulletin; Ontario, Calif.","Dec 13, 2009","Ontario, Calif.",,News,https://www.proquest.com/newspapers/copenhagen-meeting-elicits-support-critics/docview/379155553/se-2?accountid=13360,CA
2431,cap_and_trade,LETTERS,Anonymous,"Los Angeles Times; Los Angeles, Calif.","Nov 13, 2010","Los Angeles, Calif.",,Main News; Part A; Letters Desk,https://www.proquest.com/newspapers/letters/docview/763638389/se-2?accountid=13360,CA
2437,cap_and_trade,Gov. candidate Brown jobs plan faces challenges,"Kimitch, Rebecca","Whittier Daily News; Whittier, Calif.","Sep 11, 2010","Whittier, Calif.",,News,https://www.proquest.com/newspapers/gov-candidate-brown-jobs-plan-faces-challenges/docview/750246195/se-2?accountid=13360,CA
2447,cap_and_trade,Business regulations are costly,"Smith, Kevin","San Gabriel Valley Tribune; West Covina, Calif.","Sep 30, 2009","West Covina, Calif.",,Business,https://www.proquest.com/newspapers/business-regulations-are-costly/docview/379815079/se-2?accountid=13360,CA
2460,cap_and_trade,Obama campaigns as front-runner,"Talev, Margaret; Douglas, William","Oakland Tribune; Oakland, Calif.","Feb 14, 2008","Oakland, Calif.",1,Review,https://www.proquest.com/newspapers/obama-campaigns-as-front-runner/docview/352286534/se-2?accountid=13360,CA
2461,cap_and_trade,Sen. Fran Pavley: A quiet force in the climate storm,Laurel Rosenhall CALmatters,"Oakland Tribune; Oakland, Calif.","Aug 16, 2015","Oakland, Calif.",,Breaking,https://www.proquest.com/newspapers/sen-fran-pavley-quiet-force-climate-storm/docview/1704264478/se-2?accountid=13360,CA
2463,cap_and_trade,Brown's 'green' jobs plan falls short with economists,"Kimitch, Rebecca","The Sun; San Bernardino, Calif.","Sep 12, 2010","San Bernardino, Calif.",,News,https://www.proquest.com/newspapers/browns-green-jobs-plan-falls-short-with/docview/750362469/se-2?accountid=13360,CA
2476,cap_and_trade,Governor focuses on climate at conference in Copenhagen,"Emerson, Sandra","Inland Valley Daily Bulletin; Ontario, Calif.","Dec 15, 2009","Ontario, Calif.",,News,https://www.proquest.com/newspapers/governor-focuses-on-climate-at-conference/docview/379446067/se-2?accountid=13360,CA
2481,cap_and_trade,"Bush acknowledges warming, but message is difficult sell","Heilprin, John","Oakland Tribune; Oakland, Calif.","Sep 29, 2007","Oakland, Calif.",1,News,https://www.proquest.com/newspapers/bush-acknowledges-warming-message-is-difficult/docview/352205330/se-2?accountid=13360,CA
2487,cap_and_trade,State could import British carbon-trading plan,"Fischer, Douglas; Hoffman, Ian","Oakland Tribune; Oakland, Calif.","Nov 17, 2006","Oakland, Calif.",,Argus,https://www.proquest.com/newspapers/state-could-import-british-carbon-trading-plan/docview/352135657/se-2?accountid=13360,CA
2496,cap_and_trade,Carbon-trading idea crosses Atlantic,"Fischer, Douglas; Hoffman, Ian","Oakland Tribune; Oakland, Calif.","Nov 17, 2006","Oakland, Calif.",,Tri-Valley,https://www.proquest.com/newspapers/carbon-trading-idea-crosses-atlantic/docview/352143387/se-2?accountid=13360,CA
2500,cap_and_trade,"Brown pledges 'green' jobs, but costs loom","KIMITCH, REBECCA","Redlands Daily Facts; Redlands, Calif.","Sep 15, 2010","Redlands, Calif.",,News,https://www.proquest.com/newspapers/brown-pledges-green-jobs-costs-loom/docview/750924120/se-2?accountid=13360,CA
2506,cap_and_trade,Bush seeks new image for fighting warming,"Heilprin, John","Oakland Tribune; Oakland, Calif.","Sep 29, 2007","Oakland, Calif.",1,Argus,https://www.proquest.com/newspapers/bush-seeks-new-image-fighting-warming/docview/352213903/se-2?accountid=13360,CA
2508,cap_and_trade,Hermosa Beach tackles climate change with a plan to go 'carbon neutral',"Mazza, Sandy","Daily Breeze; Torrance, Calif.","Jul 19, 2015","Torrance, Calif.",,News,https://www.proquest.com/newspapers/hermosa-beach-tackles-climate-change-with-plan-go/docview/1739299906/se-2?accountid=13360,CA
2513,cap_and_trade,"Brown pledges 'green' jobs, but costs loom","Kimitch, Rebecca","Inland Valley Daily Bulletin; Ontario, Calif.","Sep 14, 2010","Ontario, Calif.",,News,https://www.proquest.com/newspapers/brown-pledges-green-jobs-costs-loom/docview/750565540/se-2?accountid=13360,CA
2517,cap_and_trade,Bush seeks to change U.S. image on warming,"Heilprin, John","Oakland Tribune; Oakland, Calif.","Sep 29, 2007","Oakland, Calif.",1,Review,https://www.proquest.com/newspapers/bush-seeks-change-u-s-image-on-warming/docview/352214148/se-2?accountid=13360,CA
2528,cap_and_trade,"British envoys: You can tax for carbon, y'know","Fischer, Douglas; Hoffman, Ian","Oakland Tribune; Oakland, Calif.","Nov 17, 2006","Oakland, Calif.",,Local,https://www.proquest.com/newspapers/british-envoys-you-can-tax-carbon-yknow/docview/352097998/se-2?accountid=13360,CA
2539,cap_and_trade,British give state tips on emissions,"Fischer, Douglas; Hoffman, Ian","Oakland Tribune; Oakland, Calif.","Nov 17, 2006","Oakland, Calif.",,San Mateo,https://www.proquest.com/newspapers/british-give-state-tips-on-emissions/docview/352147644/se-2?accountid=13360,CA
2540,cap_and_trade,Carbon emission trading program may cross Atlantic,"Fischer, Douglas; Hoffman, Ian","Oakland Tribune; Oakland, Calif.","Nov 17, 2006","Oakland, Calif.",,Review,https://www.proquest.com/newspapers/carbon-emission-trading-program-may-cross/docview/352100564/se-2?accountid=13360,CA
2541,cap_and_trade,Britain to Calif: Charge for carbon emissions,"Fischer, Douglas; Hoffman, Ian","Oakland Tribune; Oakland, Calif.","Nov 16, 2006","Oakland, Calif.",,Local,https://www.proquest.com/newspapers/britain-calif-charge-carbon-emissions/docview/352161863/se-2?accountid=13360,CA
2542,cap_and_trade,Hayward Daily Review Oct. 14 Letters to the editor,Anonymous,"Oakland Tribune; Oakland, Calif.","Oct 14, 2010","Oakland, Calif.",,My Town,https://www.proquest.com/newspapers/hayward-daily-review-oct-14-letters-editor/docview/757766524/se-2?accountid=13360,CA
2544,cap_and_trade,Governor: Use market to decrease emissions,The Associated Press,"Daily Breeze; Torrance, Calif.","Apr 12, 2006","Torrance, Calif.",,,https://www.proquest.com/newspapers/governor-use-market-decrease-emissions/docview/338788763/se-2?accountid=13360,CA
2558,cap_and_trade,Eye on Congress,Anonymous,"Daily Breeze; Torrance, Calif.","Jul 4, 2009","Torrance, Calif.",,News,https://www.proquest.com/newspapers/eye-on-congress/docview/338933832/se-2?accountid=13360,CA
2571,cap_and_trade,EXPAND CALIFORNIA RECYCLING OF STYROFOAM CONTAINERS,"Dellums, Ron","East Bay Times; Walnut Creek, Calif.","Apr 6, 2018","Walnut Creek, Calif.",A.6,Opinion,https://www.proquest.com/newspapers/expand-california-recycling-styrofoam-containers/docview/2076287116/se-2?accountid=13360,CA
2593,cap_and_trade,Perspectives: Will more oil drilling bring energy independence?,"Madsen, Wayne","San Gabriel Valley Tribune; West Covina, Calif.","Jan 9, 2010","West Covina, Calif.",,Opinion,https://www.proquest.com/newspapers/perspectives-will-more-oil-drilling-bring-energy/docview/379850521/se-2?accountid=13360,CA
2594,cap_and_trade,Obama and Romney on environmental issues: A Grand Canyon of difference,"Rogers, Paul","Oakland Tribune; Oakland, Calif.","Oct 25, 2012","Oakland, Calif.",,News,https://www.proquest.com/newspapers/obama-romney-on-environmental-issues-grand-canyon/docview/1142607565/se-2?accountid=13360,CA
2595,cap_and_trade,The Nation; Bush's Clear Skies Act Stalls in the Senate; A 9-9 deadlock makes it likely the market-based plan indefinitely stays in committee. But an EPA ruling may permit the pollution initiative.: [HOME EDITION],Mary Curtius and Tom Hamburger,"Los Angeles Times; Los Angeles, Calif.","Mar 10, 2005","Los Angeles, Calif.",,Main News; Part A; National Desk,https://www.proquest.com/newspapers/nation-bushs-clear-skies-act-stalls-senate-9/docview/422004068/se-2?accountid=13360,CA
2604,cap_and_trade,'Global Warming Story Tour' stops in Pacifica,"Scott, Julia","Oakland Tribune; Oakland, Calif.","Jul 20, 2008","Oakland, Calif.",,Environment,https://www.proquest.com/newspapers/global-warming-story-tour-stops-pacifica/docview/352281686/se-2?accountid=13360,CA
2606,cap_and_trade,"How green is my doggy? Not very.; Fecal coliform bacteria, factory farms, poop-filled plastic bags -- the dilemmas of an environmentalist dog lover.",Judith Lewis Mernit,"Los Angeles Times; Los Angeles, Calif.","Nov 2, 2014","Los Angeles, Calif.",,Main News; Part A; Opinion Desk,https://www.proquest.com/newspapers/how-green-is-my-doggy-not-very-fecal-coliform/docview/1619151182/se-2?accountid=13360,CA
2611,cap_and_trade,Newsom unveils budget with wildfire action plan: Governor's proposal would allocate billions for environmental issues,"Olalde, Mark","The Desert Sun; Palm Springs, Calif.","Jan 11, 2021","Palm Springs, Calif.",A.6,News,https://www.proquest.com/newspapers/newsom-unveils-budget-with-wildfire-action-plan/docview/2476509354/se-2?accountid=13360,CA
2616,cap_and_trade,SATURDAY FORUM -- LETTERS,,"East Bay Times; Walnut Creek, Calif.","Sep 24, 2016","Walnut Creek, Calif.",A.7,Opinion,https://www.proquest.com/newspapers/saturday-forum-letters/docview/1823893583/se-2?accountid=13360,CA
2623,cap_and_trade,"Obama and Romney on environmental issues: A Grand Canyon of difference: OBAMA, ROMNEY HAVE MOSTLY IGNORED ISSUE DIVIDING THEM","Rogers, Paul","San Jose Mercury News; San Jose, Calif.","Oct 26, 2012","San Jose, Calif.",A.1,Front,https://www.proquest.com/newspapers/obama-romney-on-environmental-issues-grand-canyon/docview/1115364444/se-2?accountid=13360,CA
2641,cap_and_trade,How can California encourage business and boost jobs? Readers respond to our Question of the Week: Opinion,,"Press - Telegram; Long Beach, Calif.","Feb 22, 2013","Long Beach, Calif.",,Opinion,https://www.proquest.com/newspapers/how-can-california-encourage-business-boost-jobs/docview/1312444629/se-2?accountid=13360,CA
2644,cap_and_trade,How can California encourage business and boost jobs? Readers respond to our Question of the Week: Opinion,,"Daily Breeze; Torrance, Calif.","Feb 22, 2013","Torrance, Calif.",,Opinion,https://www.proquest.com/newspapers/how-can-california-encourage-business-boost-jobs/docview/1313125892/se-2?accountid=13360,CA
2648,cap_and_trade,Schools trading the blacktop for greentop as an innovative way to teach science,The Pasadena Star-News,"Pasadena Star - News; Pasadena, Calif.","Apr 2, 2017","Pasadena, Calif.",,Local News,https://www.proquest.com/newspapers/schools-trading-blacktop-greentop-as-innovative/docview/2131282511/se-2?accountid=13360,CA
2651,cap_and_trade,Schools trading the blacktop for greentop as an innovative way to teach science,The Whittier,"Whittier Daily News; Whittier, Calif.","Apr 2, 2017","Whittier, Calif.",,Local News,https://www.proquest.com/newspapers/schools-trading-blacktop-greentop-as-innovative/docview/2131925914/se-2?accountid=13360,CA
2664,cap_and_trade,Schools trading the blacktop for greentop as an innovative way to teach science,dailybreeze,"Daily Breeze; Torrance, Calif.","Apr 2, 2017","Torrance, Calif.",,Local News,https://www.proquest.com/newspapers/schools-trading-blacktop-greentop-as-innovative/docview/2131230902/se-2?accountid=13360,CA
2667,cap_and_trade,FOR THE RECORD: [1],Anonymous,"Los Angeles Times; Los Angeles, Calif.","Nov 26, 2009","Los Angeles, Calif.",,Main News; Part A; National Desk,https://www.proquest.com/newspapers/record/docview/422292866/se-2?accountid=13360,CA
2675,cap_and_trade,"A Shift to Green; Driven by profit and the opportunity to shape regulations, major corporations are backing stronger measures to reduce global warming: [HOME EDITION]","Bustillo, Miguel","Los Angeles Times; Los Angeles, Calif.","Jun 12, 2005","Los Angeles, Calif.",,Business; Part C; Business Desk,https://www.proquest.com/newspapers/shift-green-driven-profit-opportunity-shape/docview/421975032/se-2?accountid=13360,CA
2676,cap_and_trade,"How to Get Wall Street to Hug a Tree; Environmentalists and investment bankers are working together to put a price tag on nature. The new 'greens' think that human beings are ready to start paying for Mother Nature's services--and that calculating their financial worth will save the planet. Pssssssst, It's About the Economics, Stupid: [HOME EDITION]","Wolman, David","Los Angeles Times; Los Angeles, Calif.","Feb 11, 2007","Los Angeles, Calif.",,West Magazine; Part I; Lat Magazine Desk,https://www.proquest.com/newspapers/how-get-wall-street-hug-tree-environmentalists/docview/422246593/se-2?accountid=13360,CA
2696,cap_and_trade,Hayward Daily Review July 1 Letters to the editor,Letters to the editor,"Oakland Tribune; Oakland, Calif.","Jul 1, 2009","Oakland, Calif.",,My Town,https://www.proquest.com/newspapers/hayward-daily-review-july-1-letters-editor/docview/352397223/se-2?accountid=13360,CA
2701,cap_and_trade,Governor continues fight against global warming,STEVE GEISSINGER MediaNews Sacramento Bureau,"Redlands Daily Facts; Redlands, Calif.","Nov 16, 2007","Redlands, Calif.",,News,https://www.proquest.com/newspapers/governor-continues-fight-against-global-warming/docview/379536066/se-2?accountid=13360,CA
2705,cap_and_trade,Not so hot; The Senate's wrongheaded bill on global warming may be as good as we'll get from this Congress.,Anonymous,"Los Angeles Times; Los Angeles, Calif.","Oct 25, 2007","Los Angeles, Calif.",,Main News; Part A; Editorial Pages Desk,https://www.proquest.com/newspapers/not-so-hot-senates-wrongheaded-bill-on-global/docview/422182037/se-2?accountid=13360,CA
2708,cap_and_trade,Are environmental regulations worth the costs? Readers respond: Letters,,"Daily News; Los Angeles, Calif.","Jul 24, 2017","Los Angeles, Calif.",,Opinion,https://www.proquest.com/newspapers/are-environmental-regulations-worth-costs-readers/docview/1923045737/se-2?accountid=13360,CA
2719,cap_and_trade,Op-Ed: Secrecy has no place in state policy making,"Price, John","Redlands Daily Facts; Redlands, Calif.","Aug 5, 2015","Redlands, Calif.",,Local 1,https://www.proquest.com/newspapers/op-ed-secrecy-has-no-place-state-policy-making/docview/1748597674/se-2?accountid=13360,CA
2721,cap_and_trade,Governor lauds latest pact on global warming,"Steve Geissinger, MediaNews Sacramento Bureau","Inland Valley Daily Bulletin; Ontario, Calif.","Nov 15, 2007","Ontario, Calif.",,News,https://www.proquest.com/newspapers/governor-lauds-latest-pact-on-global-warming/docview/379425077/se-2?accountid=13360,CA
2724,cap_and_trade,Seven in 10 likely California voters care about global warming and energy policy: 7 in 10 likely state voters consider subject important,"Hull, Dana","Contra Costa Times; Walnut Creek, Calif.","Aug 2, 2012","Walnut Creek, Calif.",B.4,News,https://www.proquest.com/newspapers/seven-10-likely-california-voters-care-about/docview/1030899917/se-2?accountid=13360,CA
2726,cap_and_trade,Oakland Tribune editorial: PPIC has logical water plan but lacks vision for more storage,Anonymous,"Oakland Tribune; Oakland, Calif.","Mar 5, 2011","Oakland, Calif.",,Environment,https://www.proquest.com/newspapers/oakland-tribune-editorial-ppic-has-logical-water/docview/855091921/se-2?accountid=13360,CA
2729,cap_and_trade,ENVIRONMENTAL LEGISLATION LEAVES LOW-INCOME BEHIND,"Bhattacharya, Jhumpa","East Bay Times; Walnut Creek, Calif.","Sep 20, 2017","Walnut Creek, Calif.",A.10,Opinion,https://www.proquest.com/newspapers/environmental-legislation-leaves-low-income/docview/1940941860/se-2?accountid=13360,CA
2733,cap_and_trade,"Governor promotes climate pact ''The Midwest is well-positioned to help lead the energy revolution that our nation needs to stay competitive and strong."" Tim Pawlenty Minnesota governor","Geissinger, Steve","Oakland Tribune; Oakland, Calif.","Nov 16, 2007","Oakland, Calif.",1,San Mateo,https://www.proquest.com/newspapers/governor-promotes-climate-pact-midwest-is-well/docview/352219472/se-2?accountid=13360,CA
2751,cap_and_trade,"Voters mixed on state propositions: Propositions 69, 71 and 72 garner support; Prop 70 lags at ballot box","Maschke, Alena","The Desert Sun; Palm Springs, Calif.","Jun 6, 2018","Palm Springs, Calif.",A.8,News,https://www.proquest.com/newspapers/voters-mixed-on-state-propositions/docview/2050351847/se-2?accountid=13360,CA
2752,cap_and_trade,PPIC HAS LOGICAL WATER PLAN BUT LACKS VISION FOR MORE STORAGE,Anonymous,"Contra Costa Times; Walnut Creek, Calif.","Mar 6, 2011","Walnut Creek, Calif.",A.9,Opinion,https://www.proquest.com/newspapers/ppic-has-logical-water-plan-lacks-vision-more/docview/855125616/se-2?accountid=13360,CA
2769,cap_and_trade,Technological Changes Outpacing Climate Law,,Creators Syndicate; Los Angeles,"Sep 21, 2016","Los Angeles, Calif.",,2 Daily Editorials,https://www.proquest.com/newspapers/technological-changes-outpacing-climate-law/docview/1822029531/se-2?accountid=13360,CA
2776,cap_and_trade,Guest commentary: A week designed to recognize importance of affordable housing,"Fishman, Amie","Oakland Tribune; Oakland, Calif.","May 13, 2014","Oakland, Calif.",,My Town,https://www.proquest.com/newspapers/guest-commentary-week-designed-recognize/docview/1524663228/se-2?accountid=13360,CA
2788,cap_and_trade,Proposition 23; Hot and cold; Ignore the scare tactics.,"Nahai, David","Los Angeles Times; Los Angeles, Calif.","Oct 26, 2010","Los Angeles, Calif.",,Main News; Part A; Editorial Desk,https://www.proquest.com/newspapers/proposition-23-hot-cold-ignore-scare-tactics/docview/759848047/se-2?accountid=13360,CA
2790,cap_and_trade,LETTERS TO THE EDITOR,,"East Bay Times; Walnut Creek, Calif.","Dec 15, 2017","Walnut Creek, Calif.",A.10,Opinion,https://www.proquest.com/newspapers/letters-editor/docview/2076130243/se-2?accountid=13360,CA
2791,cap_and_trade,STATE DIGEST: West Coast states and BC to link climate policies,,"The Salinas Californian; Salinas, Calif.","Oct 29, 2013","Salinas, Calif.",5,A,https://www.proquest.com/newspapers/state-digest/docview/1446357569/se-2?accountid=13360,CA
2799,cap_and_trade,Environmental group uses poll to press Bono Mack,"Barton, Paul","The Desert Sun; Palm Springs, Calif.","Feb 11, 2011","Palm Springs, Calif.",,VALLEY,https://www.proquest.com/newspapers/environmental-group-uses-poll-press-bono-mack/docview/852659158/se-2?accountid=13360,CA
2800,cap_and_trade,"THE STATE; More climate goals planned; State lawmakers vow to continue reducing emissions, promoting renewable energy.","Megerian, Chris","Los Angeles Times; Los Angeles, Calif.","Dec 16, 2014","Los Angeles, Calif.",,California; Part AA; Metro Desk,https://www.proquest.com/newspapers/state-more-climate-goals-planned-lawmakers-vow/docview/1636380935/se-2?accountid=13360,CA
2810,cap_and_trade,Sacramento makes California less and less affordable for Californians,"Ruvolo, Roger","San Gabriel Valley Tribune; West Covina, Calif.","Oct 5, 2019","West Covina, Calif.",,Opinion,https://www.proquest.com/newspapers/sacramento-makes-california-less-affordable/docview/2301166992/se-2?accountid=13360,CA
2822,cap_and_trade,NEW: Western govs target global warming,"Tanner, Robert","Oakland Tribune; Oakland, Calif.","Feb 26, 2007","Oakland, Calif.",,Local,https://www.proquest.com/newspapers/new-western-govs-target-global-warming/docview/352148575/se-2?accountid=13360,CA
2831,cap_and_trade,Sacramento makes California less and less affordable for Californians,"Ruvolo, Roger","Whittier Daily News; Whittier, Calif.","Oct 5, 2019","Whittier, Calif.",,Opinion,https://www.proquest.com/newspapers/sacramento-makes-california-less-affordable/docview/2301167023/se-2?accountid=13360,CA
2837,cap_and_trade,"This Earth Day, we need the idealism of the past","Oxtoby, David","Daily News; Los Angeles, Calif.","Apr 21, 2015","Los Angeles, Calif.",,Opinion,https://www.proquest.com/newspapers/this-earth-day-we-need-idealism-past/docview/1674518728/se-2?accountid=13360,CA
2838,cap_and_trade,Contra Costa Times editorial: PPIC has logical water plan but lacks vision for more storage,Anonymous,"Oakland Tribune; Oakland, Calif.","Mar 5, 2011","Oakland, Calif.",,Environment,https://www.proquest.com/newspapers/contra-costa-times-editorial-ppic-has-logical/docview/855091930/se-2?accountid=13360,CA
2849,cap_and_trade,READERS' LETTERS,,"Contra Costa Times; Walnut Creek, Calif.","Sep 1, 2015","Walnut Creek, Calif.",A.9,Opinion,https://www.proquest.com/newspapers/readers-letters/docview/1709383470/se-2?accountid=13360,CA
2850,cap_and_trade,Sacramento makes California less and less affordable for Californians,"Ruvolo, Roger","Press - Telegram; Long Beach, Calif.","Oct 5, 2019","Long Beach, Calif.",,Opinion,https://www.proquest.com/newspapers/sacramento-makes-california-less-affordable/docview/2301163451/se-2?accountid=13360,CA
2869,cap_and_trade,California Legislature keeps natural resources in focus,,"The Desert Sun; Palm Springs, Calif.","Aug 31, 2020","Palm Springs, Calif.",A.8,News,https://www.proquest.com/newspapers/california-legislature-keeps-natural-resources/docview/2438574317/se-2?accountid=13360,CA
2870,cap_and_trade,Sacramento makes California less and less affordable for Californians,"Ruvolo, Roger","Pasadena Star - News; Pasadena, Calif.","Oct 5, 2019","Pasadena, Calif.",,Opinion,https://www.proquest.com/newspapers/sacramento-makes-california-less-affordable/docview/2301163359/se-2?accountid=13360,CA
2888,cap_and_trade,Come back to the middle: Cheryl Brown,"Brown, Cheryl","The Sun; San Bernardino, Calif.","Jul 28, 2017","San Bernardino, Calif.",,Local 1,https://www.proquest.com/newspapers/come-back-middle-cheryl-brown/docview/1924195762/se-2?accountid=13360,CA
2889,cap_and_trade,Tuesday's Letters to the Editor,,"The Press Democrat; Santa Rosa, Calif.","Jul 18, 2017","Santa Rosa, Calif.",,Opinion,https://www.proquest.com/newspapers/tuesdays-letters-editor/docview/1919924213/se-2?accountid=13360,CA
2895,cap_and_trade,Should more states follow us and raise gas taxes to curb global warming?,,"The Salinas Californian; Salinas, Calif.","Jan 24, 2015","Salinas, Calif.",9,A,https://www.proquest.com/newspapers/should-more-states-follow-us-raise-gas-taxes-curb/docview/1650548280/se-2?accountid=13360,CA
2897,cap_and_trade,Air apparent to Kyoto,"Flannery, Tim","Los Angeles Times; Los Angeles, Calif.","Oct 26, 2009","Los Angeles, Calif.",,Main News; Part A; Editorial Pages Desk,https://www.proquest.com/newspapers/air-apparent-kyoto/docview/422240044/se-2?accountid=13360,CA
2900,cap_and_trade,CALIFORNIA; Gov. launches new climate organization; International group intends to tackle green issues at a more regional level.,"Roosevelt, Margot","Los Angeles Times; Los Angeles, Calif.","Nov 17, 2010","Los Angeles, Calif.",,LATExtra; Part AA; Metro Desk,https://www.proquest.com/newspapers/california-gov-launches-new-climate-organization/docview/792283537/se-2?accountid=13360,CA
2911,cap_and_trade,Sacramento makes California less and less affordable for Californians,"Ruvolo, Roger","Daily Breeze; Torrance, Calif.","Oct 5, 2019","Torrance, Calif.",,Opinion,https://www.proquest.com/newspapers/sacramento-makes-california-less-affordable/docview/2301157655/se-2?accountid=13360,CA
2918,cap_and_trade,Sept. 1 letters to the editor: [1],,"Oakland Tribune; Oakland, Calif.","Aug 31, 2015","Oakland, Calif.",,Letters,https://www.proquest.com/newspapers/sept-1-letters-editor/docview/1708330369/se-2?accountid=13360,CA
2923,cap_and_trade,Long Beach has a housing crisis. Here's how we can start to resolve it,"Butler, Josh","Press - Telegram; Long Beach, Calif.","Feb 19, 2016","Long Beach, Calif.",,Local 1,https://www.proquest.com/newspapers/long-beach-has-housing-crisis-heres-how-we-can/docview/1766947948/se-2?accountid=13360,CA
2929,cap_and_trade,City of Industry electric-bus maker hosts Gov. Jerry Brown for a tour of new factory,"Smith, Kevin","San Gabriel Valley Tribune; West Covina, Calif.","Jul 26, 2017","West Covina, Calif.",,News,https://www.proquest.com/newspapers/city-industry-electric-bus-maker-hosts-gov-jerry/docview/1923607862/se-2?accountid=13360,CA
2930,cap_and_trade,Sacramento makes California less and less affordable for Californians,"Ruvolo, Roger","The Sun; San Bernardino, Calif.","Oct 5, 2019","San Bernardino, Calif.",,Opinion,https://www.proquest.com/newspapers/sacramento-makes-california-less-affordable/docview/2301170330/se-2?accountid=13360,CA
2937,cap_and_trade,"ENVIRONMENTAL VIEWS: A CHASM OF DIFFERENCE: Obama, Romney have mostly ignored issue dividing them","Rogers, Paul","Contra Costa Times; Walnut Creek, Calif.","Oct 26, 2012","Walnut Creek, Calif.",A.1,News,https://www.proquest.com/newspapers/environmental-views-chasm-difference/docview/1267136181/se-2?accountid=13360,CA
2943,cap_and_trade,"The Nation; Climate battle shifts to Senate; Obama faces calls for more concessions, including offshore drilling, in global warming legislation.","Tankersley, Jim","Los Angeles Times; Los Angeles, Calif.","Jul 6, 2009","Los Angeles, Calif.",,Main News; Part A; National Desk,https://www.proquest.com/newspapers/nation-climate-battle-shifts-senate-obama-faces/docview/422279186/se-2?accountid=13360,CA
2946,cap_and_trade,Sacramento makes California less and less affordable for Californians,"Ruvolo, Roger","Inland Valley Daily Bulletin; Ontario, Calif.","Oct 5, 2019","Ontario, Calif.",,Opinion,https://www.proquest.com/newspapers/sacramento-makes-california-less-affordable/docview/2301160634/se-2?accountid=13360,CA
2947,cap_and_trade,Sacramento makes California less and less affordable for Californians,"Ruvolo, Roger","Redlands Daily Facts; Redlands, Calif.","Oct 5, 2019","Redlands, Calif.",,Opinion,https://www.proquest.com/newspapers/sacramento-makes-california-less-affordable/docview/2301161526/se-2?accountid=13360,CA
2973,cap_and_trade,Funding drying up for CO[226 130 130 ] monitor in Hawaii,,"The Desert Sun; Palm Springs, Calif.","Jan 19, 2014","Palm Springs, Calif.",1,D,https://www.proquest.com/newspapers/funding-drying-up-co-226-130-monitor-hawaii/docview/1493851073/se-2?accountid=13360,CA
2974,cap_and_trade,Green Desert: Funding drying up for CO2monitor in Hawaii,"Kaufmann, K","The Desert Sun; Palm Springs, Calif.","Jan 18, 2014","Palm Springs, Calif.",,Energy,https://www.proquest.com/newspapers/green-desert-funding-drying-up-co2monitor-hawaii/docview/1487892117/se-2?accountid=13360,CA
2979,cap_and_trade,Marin welcomes Bay Area air quality district plan to control greenhouse gases,"Janis, Mara","Marin Independent Journal; Novato, Calif.","Apr 4, 2014","Novato, Calif.",,News,https://www.proquest.com/newspapers/marin-welcomes-bay-area-air-quality-district-plan/docview/1702702116/se-2?accountid=13360,CA
2980,cap_and_trade,JOY AT PUMP MAY LIFT RETAIL: ECONOMISTS: SAVINGS ON GAS WILL GIVE BAY AREA CONSUMERS BILLIONS TO SPEND AT STORES,"Carey, Pete","San Jose Mercury News; San Jose, Calif.","Jan 12, 2015","San Jose, Calif.",A.1,Front,https://www.proquest.com/newspapers/joy-at-pump-may-lift-retail/docview/1644678837/se-2?accountid=13360,CA
2983,cap_and_trade,EPA adds teeth on emissions; Its declaration clears a path for Obama to act on greenhouse gas regulation if Congress gets bogged down.,"Parsons, Christi; Tankersley, Jim","Los Angeles Times; Los Angeles, Calif.","Dec 8, 2009","Los Angeles, Calif.",,Main News; Part A; National Desk,https://www.proquest.com/newspapers/epa-adds-teeth-on-emissions-declaration-clears/docview/422436881/se-2?accountid=13360,CA
2995,cap_and_trade,"Manure for some, dollars for others",Pauline Bartolone CALmatters,"Press - Telegram; Long Beach, Calif.","Aug 20, 2015","Long Beach, Calif.",,News,https://www.proquest.com/newspapers/manure-some-dollars-others/docview/1705740647/se-2?accountid=13360,CA
2996,cap_and_trade,Gas price slide will boost Bay Area consumer spending,"Carey, Pete","Oakland Tribune; Oakland, Calif.","Jan 12, 2015","Oakland, Calif.",,News,https://www.proquest.com/newspapers/gas-price-slide-will-boost-bay-area-consumer/docview/1645343840/se-2?accountid=13360,CA
2998,cap_and_trade,"ENVIRONMENTAL VIEWS: A CHASM OF DIFFERENC: Obama, Romney have mostly ignored issue dividing them",,"San Jose Mercury News; San Jose, Calif.","Oct 26, 2012","San Jose, Calif.",A.8,,https://www.proquest.com/newspapers/environmental-views-chasm-differenc/docview/1173732947/se-2?accountid=13360,CA
3001,cap_and_trade,"Manure for some, dollars for others",Pauline Bartolone CALmatters,"Inland Valley Daily Bulletin; Ontario, Calif.","Aug 20, 2015","Ontario, Calif.",,News,https://www.proquest.com/newspapers/manure-some-dollars-others/docview/1705724853/se-2?accountid=13360,CA
3014,cap_and_trade,MUST ACT TO PREVENT WARMING,"Altgelt, Mark","Contra Costa Times; Walnut Creek, Calif.","May 1, 2010","Walnut Creek, Calif.",A.10,Opinion,https://www.proquest.com/newspapers/must-act-prevent-warming/docview/230790712/se-2?accountid=13360,CA
