previous_index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
6884,carbon_tax,Meeting water supply demands: Gov. Jay Inslee praises Roza Irrigation District's reservoir project as a way to forestall the effects of climate change,"Prengaman, Kate","Yakima Herald - Republic; Yakima, Wash.","Aug 27, 2014","Yakima, Wash.",A.1,,https://www.proquest.com/newspapers/meeting-water-supply-demands/docview/1559612040/se-2?accountid=13360,WA
6899,carbon_tax,Clark Public Utilities: Carbon-fee initiative might raise rates,"Brettman, Allan","Columbian; Vancouver, Wash.","Oct 12, 2018","Vancouver, Wash.",A.1,Business,https://www.proquest.com/newspapers/clark-public-utilities-carbon-fee-initiative/docview/2118848890/se-2?accountid=13360,WA
6932,carbon_tax,Longtime state legislator faces Pos. 1 challenger,"Regimbal, Alec","Yakima Herald - Republic; Yakima, Wash.","Oct 11, 2018","Yakima, Wash.",3.A,,https://www.proquest.com/newspapers/longtime-state-legislator-faces-pos-1-challenger/docview/2122407477/se-2?accountid=13360,WA
6934,carbon_tax,Election 2018 - 14th Legislative District - Chris Corry vs. Sasha Bentley,,"Yakima Herald - Republic; Yakima, Wash.","Oct 8, 2018","Yakima, Wash.",3.A,,https://www.proquest.com/newspapers/election-2018-14th-legislative-district-chris/docview/2120137334/se-2?accountid=13360,WA
7105,carbon_tax,King to lead transportation committee alone in 2015: Yakima state senator hoping he can push long-stalled projects through Legislature,"Faulk, Mike","Yakima Herald - Republic; Yakima, Wash.","Dec 13, 2014","Yakima, Wash.",A.1,,https://www.proquest.com/newspapers/king-lead-transportation-committee-alone-2015/docview/1638623404/se-2?accountid=13360,WA
7138,carbon_tax,Critics blast lawmaker for support of tax plan,,"Columbian; Vancouver, Wash.","Nov 26, 2017","Vancouver, Wash.",c.1,Politics Local,https://www.proquest.com/newspapers/critics-blast-lawmaker-support-tax-plan/docview/1970317666/se-2?accountid=13360,WA
7162,carbon_tax,"Thanks, Gov. Inslee, but new face needed",,"Spokesman Review; Spokane, Wash.","Sep 1, 2019","Spokane, Wash.",E.2,,https://www.proquest.com/newspapers/thanks-gov-inslee-new-face-needed/docview/2282995271/se-2?accountid=13360,WA
7176,carbon_tax,"CLEAN FUEL STANDARD, 'CAP-AND-TRADE' PROPOSALS PASS STATE SENATE LATE THURSDAY Some senators see laws as controversial","Demkovich, Laurel","Spokesman Review; Spokane, Wash.","Apr 10, 2021","Spokane, Wash.",C.1,,https://www.proquest.com/newspapers/clean-fuel-standard-cap-trade-proposals-pass/docview/2512752733/se-2?accountid=13360,WA
7179,carbon_tax,Our Readers' Views,,"Columbian; Vancouver, Wash.","Nov 12, 2017","Vancouver, Wash.",C.6,Editorial,https://www.proquest.com/newspapers/our-readers-views/docview/1963504200/se-2?accountid=13360,WA
7184,carbon_tax,CANDIDATES ON THE ISSUES COMMISSIONER OF PUBLIC LANDS,"Kramer, Becky","Spokesman Review; Spokane, Wash.","Jul 6, 2016","Spokane, Wash.",A.12,,https://www.proquest.com/newspapers/candidates-on-issues-commissioner-public-lands/docview/1802569722/se-2?accountid=13360,WA
7220,carbon_tax,"Graham vs. Wilson: Tight race, open seat, competitive district","Deshais, Nicholas","Spokesman Review; Spokane, Wash.","Oct 10, 2018","Spokane, Wash.",T.2,,https://www.proquest.com/newspapers/graham-vs-wilson-tight-race-open-seat-competitive/docview/2117423036/se-2?accountid=13360,WA
7239,carbon_tax,"Graham vs. Wilson: Tight race, open seat, competitive district","Deshais, Nicholas","Spokesman Review; Spokane, Wash.","Sep 28, 2018","Spokane, Wash.",C.1,,https://www.proquest.com/newspapers/graham-vs-wilson-tight-race-open-seat-competitive/docview/2113598280/se-2?accountid=13360,WA
7259,carbon_tax,Letters to the Editor,,"Yakima Herald - Republic; Yakima, Wash.","Aug 5, 2018","Yakima, Wash.",5.D,,https://www.proquest.com/newspapers/letters-editor/docview/2087540681/se-2?accountid=13360,WA
7321,carbon_tax,Our Readers' Views,,"Columbian; Vancouver, Wash.","Dec 12, 2017","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-readers-views/docview/1976018756/se-2?accountid=13360,WA
7411,carbon_tax,UP NEXT: 'THE CARBON BOWL',"Crooks, Gary","Spokesman Review; Spokane, Wash.","Nov 25, 2012","Spokane, Wash.",B.8,,https://www.proquest.com/newspapers/up-next-carbon-bowl/docview/1221413539/se-2?accountid=13360,WA
7420,carbon_tax,Europe's left-wing PARTIES could find spark in Iceland,Ragnhildur Sigurdardottir Bloomberg,"Spokesman Review; Spokane, Wash.","Oct 8, 2017","Spokane, Wash.",A.15,,https://www.proquest.com/newspapers/europes-left-wing-parties-could-find-spark/docview/1948142438/se-2?accountid=13360,WA
7536,carbon_tax,Avista to trade carbon credits for cash; Program rewards emission cuts,"Stucke, John","Spokesman Review; Spokane, Wash.","Nov 6, 2007","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/avista-trade-carbon-credits-cash-program-rewards/docview/395069622/se-2?accountid=13360,WA
7558,carbon_tax,"Crystal ball iffy, but here's what may be ahead in 2018 There's one certainty: Trump will sign order, and Ferguson will sue",,"Spokesman Review; Spokane, Wash.","Dec 31, 2017","Spokane, Wash.",C.12,,https://www.proquest.com/newspapers/crystal-ball-iffy-heres-what-may-be-ahead-2018/docview/1982591346/se-2?accountid=13360,WA
7594,carbon_tax,Our Readers' Views,,"Columbian; Vancouver, Wash.","Nov 17, 2016","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-readers-views/docview/1840748625/se-2?accountid=13360,WA
7643,carbon_tax,Vote ‘No' on Carbon Fee,,"Columbian; Vancouver, Wash.","Oct 5, 2018","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/vote-no-on-carbon-fee/docview/2116623762/se-2?accountid=13360,WA
7655,carbon_tax,FYI,,"Columbian; Vancouver, Wash.","Apr 11, 2016","Vancouver, Wash.",C.3,FYI,https://www.proquest.com/newspapers/fyi/docview/1781564982/se-2?accountid=13360,WA
7676,carbon_tax,We have only ourselves to blame,"Robinson, Eugene","Spokesman Review; Spokane, Wash.","Dec 4, 2019","Spokane, Wash.",C.3,,https://www.proquest.com/newspapers/we-have-only-ourselves-blame/docview/2320937523/se-2?accountid=13360,WA
7695,carbon_tax,"Inslee declares bid for third term AG Ferguson, others will also seek re-election","Hill, Kip","Spokesman Review; Spokane, Wash.","Aug 23, 2019","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/inslee-declares-bid-third-term-ag-ferguson-others/docview/2278058850/se-2?accountid=13360,WA
7718,carbon_tax,Asking the big questions,"Corvin, Aaron","Columbian; Vancouver, Wash.","May 19, 2013","Vancouver, Wash.",E.1,E Business,https://www.proquest.com/newspapers/asking-big-questions/docview/1353624061/se-2?accountid=13360,WA
7722,carbon_tax,"Holy, Volz and Graham are best for District 6",,"Spokesman Review; Spokane, Wash.","Oct 26, 2018","Spokane, Wash.",C.3,,https://www.proquest.com/newspapers/holy-volz-graham-are-best-district-6/docview/2125323903/se-2?accountid=13360,WA
7791,carbon_tax,Our Readers' Views,,"Columbian; Vancouver, Wash.","Aug 28, 2016","Vancouver, Wash.",C.6,Editorial,https://www.proquest.com/newspapers/our-readers-views/docview/1815467479/se-2?accountid=13360,WA
7804,carbon_tax,2017 Legislative previewWhat businesses are asking of lawmakers,"Brynelson, Troy","Columbian; Vancouver, Wash.","Jan 8, 2017","Vancouver, Wash.",E.1,Business,https://www.proquest.com/newspapers/2017-legislative-previewwhat-businesses-are/docview/1856888708/se-2?accountid=13360,WA
7809,carbon_tax,Clean tech faces muddy future,"Tucker, Libby","Columbian; Vancouver, Wash.","Aug 22, 2010","Vancouver, Wash.",E.1,Business,https://www.proquest.com/newspapers/clean-tech-faces-muddy-future/docview/746836347/se-2?accountid=13360,WA
7816,carbon_tax,Our Readers' Views,,"Columbian; Vancouver, Wash.","Nov 9, 2017","Vancouver, Wash.",A.6,Letters To Editor,https://www.proquest.com/newspapers/our-readers-views/docview/1961866838/se-2?accountid=13360,WA
7818,carbon_tax,Things to watch in Legislature this year,Rachel La Corte,"Yakima Herald - Republic; Yakima, Wash.","Jan 14, 2019","Yakima, Wash.",3.A,,https://www.proquest.com/newspapers/things-watch-legislature-this-year/docview/2169202441/se-2?accountid=13360,WA
7838,carbon_tax,Our Readers' Views,,"Columbian; Vancouver, Wash.","Jul 31, 2018","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-readers-views/docview/2080940681/se-2?accountid=13360,WA
7923,carbon_tax,Rivalry pits perspectives,"White, Rebecca","Spokesman Review; Spokane, Wash.","Sep 30, 2018","Spokane, Wash.",C.1,,https://www.proquest.com/newspapers/rivalry-pits-perspectives/docview/2114204161/se-2?accountid=13360,WA
7964,carbon_tax,MEET THE GOVERNOR CANDIDATES,"Camden, Jim","Spokesman Review; Spokane, Wash.","Jul 3, 2016","Spokane, Wash.",B.3,,https://www.proquest.com/newspapers/meet-governor-candidates/docview/1802431219/se-2?accountid=13360,WA
7975,carbon_tax,"State revenue high, demands higher What to watch as Legislature returns","Camden, Jim","Spokesman Review; Spokane, Wash.","Jan 13, 2019","Spokane, Wash.",C.1,,https://www.proquest.com/newspapers/state-revenue-high-demands-higher-what-watch-as/docview/2166520036/se-2?accountid=13360,WA
7979,carbon_tax,Selah candidates vie for 15th District seat,"Regimbal, Alec","Yakima Herald - Republic; Yakima, Wash.","Oct 10, 2018","Yakima, Wash.",3.A,,https://www.proquest.com/newspapers/selah-candidates-vie-15th-district-seat/docview/2121397059/se-2?accountid=13360,WA
8016,carbon_tax,Rivalry pits perspectives,"White, Rebecca","Spokesman Review; Spokane, Wash.","Oct 10, 2018","Spokane, Wash.",T.2,,https://www.proquest.com/newspapers/rivalry-pits-perspectives/docview/2117423116/se-2?accountid=13360,WA
8051,carbon_tax,Blazing a path,"Andersen, Michael","Columbian; Vancouver, Wash.","Sep 7, 2008","Vancouver, Wash.",A.1,Front Page,https://www.proquest.com/newspapers/blazing-path/docview/253355967/se-2?accountid=13360,WA
8097,carbon_tax,"INSLEE SAYS HE HAS NEVER SEEN A SESSION 'SO PRODUCTIVE,' AFTER TOP AGENDA FINALLY PASSES Capital gains tax, climate change fight both passed by Legislature","Demkovich, Laurel","Spokesman Review; Spokane, Wash.","Apr 27, 2021","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/inslee-says-he-has-never-seen-session-so/docview/2522402672/se-2?accountid=13360,WA
8109,carbon_tax,Warming up to nuclear power,"Lee, Bill","Yakima Herald - Republic; Yakima, Wash.","May 27, 2007","Yakima, Wash.",,,https://www.proquest.com/newspapers/warming-up-nuclear-power/docview/371929829/se-2?accountid=13360,WA
8675,emissions_tax,SISTERS STILL SERVING AFTER ST. JOSEPH CENTER CLOSES,The Fig Tree,"Spokesman Review; Spokane, Wash.","Sep 15, 2016","Spokane, Wash.",N.5,,https://www.proquest.com/newspapers/sisters-still-serving-after-st-joseph-center/docview/1823514812/se-2?accountid=13360,WA
8677,emissions_tax,MEET THE GOVERNOR CANDIDATES,"Camden, Jim","Spokesman Review; Spokane, Wash.","Jul 3, 2016","Spokane, Wash.",B.3,,https://www.proquest.com/newspapers/meet-governor-candidates/docview/1802431219/se-2?accountid=13360,WA
8708,energy_efficiency_standard,"'Green' schools buildings fail to deliver, group says","Hansen, Dan","Spokesman Review; Spokane, Wash.","Aug 27, 2008","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/green-schools-buildings-fail-deliver-group-says/docview/395071061/se-2?accountid=13360,WA
8710,energy_efficiency_standard,"'Green' schools buildings failing to pay off, group says","Hansen, Dan","Spokesman Review; Spokane, Wash.","Aug 27, 2008","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/green-schools-buildings-failing-pay-off-group/docview/395076395/se-2?accountid=13360,WA
8808,gas_tax,"Session ends, but voters have last say on gas tax ; Local lawmakers bring home; something to show for their time: [SPOKANE Edition]",Richard Roesler Staff writer,"Spokesman Review; Spokane, Wash.","Mar 16, 2002","Spokane, Wash.",,MAIN NEWS,https://www.proquest.com/newspapers/session-ends-voters-have-last-say-on-gas-tax/docview/394938888/se-2?accountid=13360,WA
8897,gas_tax,RELIEF AT THE PUMP $%ARMEY HINTS HOUSE MAY OK FEDERAL GAS-TAX BREAK,"Mann, William C","Columbian; Vancouver, Wash.","Jul 3, 2000","Vancouver, Wash.",,World/Nation,https://www.proquest.com/newspapers/relief-at-pump-armey-hints-house-may-ok-federal/docview/253005318/se-2?accountid=13360,WA
8938,gas_tax,LEGISLATURE: GAS TAX INCREASE GAINS SUPPORT,"Herrington, Gregg","Columbian; Vancouver, Wash.","Dec 15, 2001","Vancouver, Wash.",,Clark County/region,https://www.proquest.com/newspapers/legislature-gas-tax-increase-gains-support/docview/253057792/se-2?accountid=13360,WA
8957,gas_tax,"NEW GROUP OPPOSES AUTO, GAS TAX HIKE","Buck, Howard","Columbian; Vancouver, Wash.","Jun 21, 2002","Vancouver, Wash.",,Clark County/region,https://www.proquest.com/newspapers/new-group-opposes-auto-gas-tax-hike/docview/253138617/se-2?accountid=13360,WA
9044,gas_tax,SENATE ROAD PLAN INCLUDES SPOKANE PROJECTS; Proposal also calls for gas tax study,"Roesler, Richard","Spokesman Review; Spokane, Wash.","Mar 26, 2009","Spokane, Wash.",A.7,,https://www.proquest.com/newspapers/senate-road-plan-includes-spokane-projects/docview/395083993/se-2?accountid=13360,WA
9062,gas_tax,GAS TAX SURPLUS SPARKS DEBATE $%LOW FUEL PRICES GENERATE MORE FEDERAL TAX REVENUE THAN ANTICIPATED,"Johnson, Glen","Columbian; Vancouver, Wash.","Feb 2, 1999","Vancouver, Wash.",,World/Nation,https://www.proquest.com/newspapers/gas-tax-surplus-sparks-debate-low-fuel-prices/docview/252899744/se-2?accountid=13360,WA
9109,gas_tax,Plan to Raise Gas Tax Roils Oregon Town; High cost at the pumps forces even supporters to admit ' timing is lousy',"Silverman, Julia","Columbian; Vancouver, Wash.","May 15, 2005","Vancouver, Wash.",,Clark County/region,https://www.proquest.com/newspapers/plan-raise-gas-tax-roils-oregon-town-high-cost-at/docview/253296781/se-2?accountid=13360,WA
9114,gas_tax,Election 2005: Gas tax looms large for county; $244 million in local road projects ride on 9.5-cent levy,"Durbin, Kathie","Columbian; Vancouver, Wash.","Oct 15, 2005","Vancouver, Wash.",,Front Page,https://www.proquest.com/newspapers/election-2005-gas-tax-looms-large-county-244/docview/253245652/se-2?accountid=13360,WA
9146,gas_tax,ENVIRONMENT GROUPS OFFER OLYMPIA AGENDA,"Cook, Rebecca","Columbian; Vancouver, Wash.","Jan 9, 2003","Vancouver, Wash.",,,https://www.proquest.com/newspapers/environment-groups-offer-olympia-agenda/docview/253125372/se-2?accountid=13360,WA
9161,gas_tax,Washington Environment and Lifestyle - State driving to reduce vehicle use,"Durbin, Kathie","Columbian; Vancouver, Wash.","Aug 6, 2007","Vancouver, Wash.",,Front Page,https://www.proquest.com/newspapers/washington-environment-lifestyle-state-driving/docview/253308986/se-2?accountid=13360,WA
9173,gas_tax,Earth Day 2019 | Washington Environment Legislation Lawmakers stand for healthy earth,"Blake, Ryan","Spokesman Review; Spokane, Wash.","Apr 22, 2019","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/earth-day-2019-washington-environment-legislation/docview/2211961191/se-2?accountid=13360,WA
9288,gas_tax,Our readers' views,,"Columbian; Vancouver, Wash.","Jan 22, 2014","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-readers-views/docview/1491350606/se-2?accountid=13360,WA
9448,gas_tax,OREGON FEELS TROOPER SHORTAGE,"Barnard, Jeff","Columbian; Vancouver, Wash.","Jan 3, 1999","Vancouver, Wash.",,Clark County/region,https://www.proquest.com/newspapers/oregon-feels-trooper-shortage/docview/252918560/se-2?accountid=13360,WA
9458,gas_tax,LOCKE TO REPUBLICAN MAJORITIES: 'WE CANNOT AFFORD TO COAST',"Ammons, David","Columbian; Vancouver, Wash.","Jan 14, 1998","Vancouver, Wash.",,B,https://www.proquest.com/newspapers/locke-republican-majorities-we-cannot-afford/docview/252932125/se-2?accountid=13360,WA
9476,gas_tax,JUDGE'S DECISION ECHOES EARLIER PINCHOT RULING,"Robinson, Erik","Columbian; Vancouver, Wash.","Sep 12, 1999","Vancouver, Wash.",,Clark County/region,https://www.proquest.com/newspapers/judges-decision-echoes-earlier-pinchot-ruling/docview/252947646/se-2?accountid=13360,WA
9547,gas_tax,"3RD LEGISLATIVE DISTRICT, POSITION 2",Anonymous,"Spokesman Review; Spokane, Wash.","Jul 31, 2010","Spokane, Wash.",A.10,,https://www.proquest.com/newspapers/3rd-legislative-district-position-2/docview/734902330/se-2?accountid=13360,WA
9551,gas_tax,"3RD LEGISLATIVE DISTRICT, POSITION 2",Anonymous,"Spokesman Review; Spokane, Wash.","Jul 21, 2010","Spokane, Wash.",A.6,,https://www.proquest.com/newspapers/3rd-legislative-district-position-2/docview/704990446/se-2?accountid=13360,WA
9573,gas_tax,We grill candidates for county's top post,"Andersen, Michael","Columbian; Vancouver, Wash.","Oct 5, 2008","Vancouver, Wash.",C.1,Clark County,https://www.proquest.com/newspapers/we-grill-candidates-countys-top-post/docview/253367689/se-2?accountid=13360,WA
9581,gas_tax,Our readers' vies,Anonymous,"Columbian; Vancouver, Wash.","Jul 23, 2008","Vancouver, Wash.",C.4,Opinion,https://www.proquest.com/newspapers/our-readers-vies/docview/253304088/se-2?accountid=13360,WA
9646,gas_tax,"EDUCATION, TRANSPORTATION TOPS ON LEGISLATURE'S 2014 TO-DO LIST","Camden, Jim","Spokesman Review; Spokane, Wash.","Jan 12, 2014","Spokane, Wash.",B.1,,https://www.proquest.com/newspapers/education-transportation-tops-on-legislatures/docview/1477389380/se-2?accountid=13360,WA
9735,gas_tax,"Budget writing battle: Lawmakers will need to find consensus on how to fund education, transportation and address environmental concerns","Faulk, Mike","Yakima Herald - Republic; Yakima, Wash.","Jan 11, 2015","Yakima, Wash.",A.1,,https://www.proquest.com/newspapers/budget-writing-battle/docview/1646326845/se-2?accountid=13360,WA
9757,gas_tax,Our readers' views,,"Columbian; Vancouver, Wash.","Nov 30, 2014","Vancouver, Wash.",C.6,Letters To Editor,https://www.proquest.com/newspapers/our-readers-views/docview/1630398781/se-2?accountid=13360,WA
9797,gas_tax,The big five; Tracking the session with Richard Roesler: [VALLEY Edition],,"Spokesman Review; Spokane, Wash.","Mar 11, 2007","Spokane, Wash.",,,https://www.proquest.com/newspapers/big-five-tracking-session-with-richard-roesler/docview/395040554/se-2?accountid=13360,WA
9812,gas_tax,LETTERS TO THE EDITOR,,"Spokesman Review; Spokane, Wash.","Aug 2, 2014","Spokane, Wash.",B.5,,https://www.proquest.com/newspapers/letters-editor/docview/1550983470/se-2?accountid=13360,WA
9844,gas_tax,Senate OKs transportation spending hike,,"Yakima Herald - Republic; Yakima, Wash.","Mar 13, 1998","Yakima, Wash.",,,https://www.proquest.com/newspapers/senate-oks-transportation-spending-hike/docview/370207860/se-2?accountid=13360,WA
9881,gas_tax,Questions for the candidates - Spokane City Council: [SPOKANE Edition],,"Spokesman Review; Spokane, Wash.","Nov 2, 2001","Spokane, Wash.",,THE REGION,https://www.proquest.com/newspapers/questions-candidates-spokane-city-council/docview/394933374/se-2?accountid=13360,WA
9884,gas_tax,Rising material costs a roadwork warning sign; State construction price index up 19 percent; affect on projects unknown;: [ONE ZONE ONLY Edition],Amy Cannata Staff writer,"Spokesman Review; Spokane, Wash.","Dec 29, 2005","Spokane, Wash.",,,https://www.proquest.com/newspapers/rising-material-costs-roadwork-warning-sign-state/docview/395008412/se-2?accountid=13360,WA
9909,gas_tax,Rising material costs a roadwork warning sign; State construction price index up 19 percent; affect on projects unknown;: [VALLEY Edition 1],Amy Cannata Staff writer,"Spokesman Review; Spokane, Wash.","Dec 29, 2005","Spokane, Wash.",,,https://www.proquest.com/newspapers/rising-material-costs-roadwork-warning-sign-state/docview/395007127/se-2?accountid=13360,WA
9937,gas_tax,CANDIDATES DIFFER WIDELY ON BUDGET FIXES,"Mize, Jeffrey","Columbian; Vancouver, Wash.","Oct 29, 2002","Vancouver, Wash.",,Clark County/region,https://www.proquest.com/newspapers/candidates-differ-widely-on-budget-fixes/docview/253133605/se-2?accountid=13360,WA
9995,gas_tax,Lawmakers look to end fuel tax exemption,"Durbin, Kathie","Columbian; Vancouver, Wash.","Feb 23, 2009","Vancouver, Wash.",C.1,Clark County,https://www.proquest.com/newspapers/lawmakers-look-end-fuel-tax-exemption/docview/253363121/se-2?accountid=13360,WA
10065,gas_tax,Eastside outsiders -- How much influence will local GOP have?,"Ward, Leah","Yakima Herald - Republic; Yakima, Wash.","Dec 3, 2006","Yakima, Wash.",,,https://www.proquest.com/newspapers/eastside-outsiders-how-much-influence-will-local/docview/371797782/se-2?accountid=13360,WA
10077,gas_tax,In our view: A Vision for States Roads,,"Columbian; Vancouver, Wash.","Sep 17, 2014","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-view-vision-states-roads/docview/1563091878/se-2?accountid=13360,WA
10097,gas_tax,Majority debate anything but simple,"Buck, Howard","Columbian; Vancouver, Wash.","Mar 1, 2007","Vancouver, Wash.",,Front Page,https://www.proquest.com/newspapers/majority-debate-anything-simple/docview/253326530/se-2?accountid=13360,WA
10156,gas_tax,"Locke piloted state with 'steady hand'; After eight years at helm, governor gets mixed reviews: [ALL ZONES Edition]",Richard Roesler / Staff writer,"Spokesman Review; Spokane, Wash.","Dec 26, 2004","Spokane, Wash.",,,https://www.proquest.com/newspapers/locke-piloted-state-with-steady-hand-after-eight/docview/394999413/se-2?accountid=13360,WA
10183,gas_tax,6TH LEGISLATIVE DISTRICT,Anonymous,"Spokesman Review; Spokane, Wash.","Jul 22, 2010","Spokane, Wash.",A.6,,https://www.proquest.com/newspapers/6th-legislative-district/docview/718430826/se-2?accountid=13360,WA
10188,gas_tax,6TH LEGISLATIVE DISTRICT,Anonymous,"Spokesman Review; Spokane, Wash.","Jul 31, 2010","Spokane, Wash.",A.11,,https://www.proquest.com/newspapers/6th-legislative-district/docview/734901151/se-2?accountid=13360,WA
10248,gas_tax,OUR READERS VIEWS,compiled by Columbian editorial staff,"Columbian; Vancouver, Wash.","Mar 2, 1998","Vancouver, Wash.",,B,https://www.proquest.com/newspapers/our-readers-views/docview/252846188/se-2?accountid=13360,WA
10330,gas_tax,In Our View: Act this week on transportation package,,"Columbian; Vancouver, Wash.","Apr 20, 2021","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-view-act-this-week-on-transportation-package/docview/2515772286/se-2?accountid=13360,WA
10353,gas_tax,Idaho House prepared to adjourn; Senate could call members back,"Russell, Betsy Z","Spokesman Review; Spokane, Wash.","Apr 28, 2009","Spokane, Wash.",A.7,,https://www.proquest.com/newspapers/idaho-house-prepared-adjourn-senate-could-call/docview/395072399/se-2?accountid=13360,WA
10409,gas_tax,DEMS GET MAJOR CLIMATE BILLS ACROSS LEGISLATIVE FINISH LINE,"Demkovich, Laurel","Spokesman Review; Spokane, Wash.","Apr 26, 2021","Spokane, Wash.",A.7,,https://www.proquest.com/newspapers/dems-get-major-climate-bills-across-legislative/docview/2522070765/se-2?accountid=13360,WA
10420,gas_tax,R-51 Aftermath -- 'Put the Whole Deal on the Table',REBECCA COOK THE ASSOCIATED PRESS,"Yakima Herald - Republic; Yakima, Wash.","Nov 15, 2002","Yakima, Wash.",,,https://www.proquest.com/newspapers/r-51-aftermath-put-whole-deal-on-table/docview/372008324/se-2?accountid=13360,WA
10432,gas_tax,Our Readers' Views,,"Columbian; Vancouver, Wash.","Aug 20, 2019","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-readers-views/docview/2276883885/se-2?accountid=13360,WA
10462,gas_tax,Gubernatorial candidates work for Valley votes,"Faulk, Mike","Yakima Herald - Republic; Yakima, Wash.","May 24, 2012","Yakima, Wash.",A.1,,https://www.proquest.com/newspapers/gubernatorial-candidates-work-valley-votes/docview/1015768674/se-2?accountid=13360,WA
10506,gas_tax,Our readers' views,,"Columbian; Vancouver, Wash.","Sep 29, 2014","Vancouver, Wash.",A.6,Letters To Editor,https://www.proquest.com/newspapers/our-readers-views/docview/1566875857/se-2?accountid=13360,WA
10541,gas_tax,BILLS,"Wolf, Marcia","Columbian; Vancouver, Wash.","Apr 30, 1997","Vancouver, Wash.",,B Section,https://www.proquest.com/newspapers/bills/docview/252893603/se-2?accountid=13360,WA
10588,gas_tax,Transportation plan draft hits the road,"Florip, Eric","Columbian; Vancouver, Wash.","Sep 7, 2014","Vancouver, Wash.",A.1,Metro,https://www.proquest.com/newspapers/transportation-plan-draft-hits-road/docview/1561338221/se-2?accountid=13360,WA
10604,gas_tax,"Corps projects to face new budget scrutiny; Murray: Deficit, Katrina will put squeeze on spending",KATHIE DURBIN Columbian staff writer,"Columbian; Vancouver, Wash.","Oct 14, 2005","Vancouver, Wash.",,Business,https://www.proquest.com/newspapers/corps-projects-face-new-budget-scrutiny-murray/docview/253300391/se-2?accountid=13360,WA
10656,gas_tax,Legislature: Lawmakers set for new session,"Jenkins, Don","Columbian; Vancouver, Wash.","May 11, 2003","Vancouver, Wash.",,Front Page,https://www.proquest.com/newspapers/legislature-lawmakers-set-new-session/docview/253163558/se-2?accountid=13360,WA
10689,gas_tax,"Hansen, Olsen differ on budget and transportation priorities","Gardner, Steven","Kitsap Sun; Bremerton, Wash.","Oct 19, 2014","Bremerton, Wash.",,,https://www.proquest.com/newspapers/hansen-olsen-differ-on-budget-transportation/docview/1613661091/se-2?accountid=13360,WA
10748,gas_tax,"sat 07/22/05 Theater Rave, Thompson Letter, Krt",,"Yakima Herald - Republic; Yakima, Wash.","Jul 30, 2005","Yakima, Wash.",,,https://www.proquest.com/newspapers/sat-07-22-05-theater-rave-thompson-letter-krt/docview/371906790/se-2?accountid=13360,WA
10778,gas_tax,Letters to the Editor,,"Yakima Herald - Republic; Yakima, Wash.","Jul 30, 2005","Yakima, Wash.",,,https://www.proquest.com/newspapers/letters-editor/docview/371946152/se-2?accountid=13360,WA
10781,gas_tax,Our readers' views,,"Columbian; Vancouver, Wash.","Mar 2, 2013","Vancouver, Wash.",A.6,Letters To Editor,https://www.proquest.com/newspapers/our-readers-views/docview/1314561510/se-2?accountid=13360,WA
10785,gas_tax,Our readers' views,,"Columbian; Vancouver, Wash.","Mar 16, 2014","Vancouver, Wash.",C.6,Letters To Editor,https://www.proquest.com/newspapers/our-readers-views/docview/1508551691/se-2?accountid=13360,WA
10789,gas_tax,OUR READERS' VIEWS,compiled by Columbian staff,"Columbian; Vancouver, Wash.","Nov 26, 1998","Vancouver, Wash.",,Opinion,https://www.proquest.com/newspapers/our-readers-views/docview/252954367/se-2?accountid=13360,WA
10794,gas_tax,Western Democrats form group to bolster party's influence,"Oxley, Chuck","Columbian; Vancouver, Wash.","Mar 25, 2004","Vancouver, Wash.",,Clark County/region,https://www.proquest.com/newspapers/western-democrats-form-group-bolster-partys/docview/253246086/se-2?accountid=13360,WA
10866,gas_tax,Letters to the Editor,,"Yakima Herald - Republic; Yakima, Wash.","Aug 13, 2005","Yakima, Wash.",,,https://www.proquest.com/newspapers/letters-editor/docview/371899250/se-2?accountid=13360,WA
10885,gas_tax,"WOOD, STEELE LIKE THEIR STRENGTHS: [SPOKANE Edition]",Tracy Ellig Staff writer,"Spokesman Review; Spokane, Wash.","Oct 19, 1998","Spokane, Wash.",,MAIN NEWS,https://www.proquest.com/newspapers/wood-steele-like-their-strengths/docview/394855302/se-2?accountid=13360,WA
