previous_index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
11640,gas_tax,Fixes may ease path for toll plan ; Vote set Monday on revisions that don't satisfy all,"Rodriguez, Erik","Austin American Statesman; Austin, Tex.","Jul 10, 2004","Austin, Tex.",,,https://www.proquest.com/newspapers/fixes-may-ease-path-toll-plan-vote-set-monday-on/docview/256862739/se-2?accountid=13360,TX
11647,gas_tax,Letters: [1],,"Austin American Statesman; Austin, Tex.","Nov 3, 2001","Austin, Tex.",,,https://www.proquest.com/newspapers/letters/docview/256791875/se-2?accountid=13360,TX
11768,gas_tax,Re-election bid finds Clinton downsizing ideas; Sweeping visions of 1993 dwindle as a resilient politician senses which way the wind blows Series: 1996 Democratic National Convention,"Mitchell, Alison","Austin American Statesman; Austin, Tex.","Aug 25, 1996","Austin, Tex.",,,https://www.proquest.com/newspapers/re-election-bid-finds-clinton-downsizing-ideas/docview/256627755/se-2?accountid=13360,TX
11810,gas_tax,LETTERS TO THE EDITOR,,"Austin American Statesman; Austin, Tex.","Mar 18, 2013","Austin, Tex.",A.8,,https://www.proquest.com/newspapers/letters-editor/docview/1321730474/se-2?accountid=13360,TX
12395,gas_tax,Perry gearing up for state budget cuts this session,"Embry, Jason","Austin American Statesman; Austin, Tex.","Jan 14, 2009","Austin, Tex.",A.1,,https://www.proquest.com/newspapers/perry-gearing-up-state-budget-cuts-this-session/docview/255809178/se-2?accountid=13360,TX
12728,gas_tax,"Biden gives Texas a C grade, says upgrades necessary","Price, Asher","Austin American Statesman; Austin, Tex.","Apr 15, 2021","Austin, Tex.",A.5,News,https://www.proquest.com/newspapers/biden-gives-texas-c-grade-says-upgrades-necessary/docview/2512651471/se-2?accountid=13360,TX
12731,gas_tax,Letters,Anonymous,"Austin American Statesman; Austin, Tex.","Sep 7, 2007","Austin, Tex.",A.10,,https://www.proquest.com/newspapers/letters/docview/256900054/se-2?accountid=13360,TX
12771,gas_tax,"Biden gives Texas a C grade, says upgrades necessary","Price, Asher","Austin American Statesman; Austin, Tex.","Apr 13, 2021","Austin, Tex.",A.6,News,https://www.proquest.com/newspapers/biden-gives-texas-c-grade-says-upgrades-necessary/docview/2511794824/se-2?accountid=13360,TX
12821,gas_tax,Congress violating tried and true rules: [FINAL Edition],"Ivins, Molly","Austin American Statesman; Austin, Tex.","Jun 23, 1993","Austin, Tex.",,EDITORIAL,https://www.proquest.com/newspapers/congress-violating-tried-true-rules/docview/256501403/se-2?accountid=13360,TX
12968,gas_tax,LETTERS,Anonymous,"Austin American Statesman; Austin, Tex.","Feb 23, 2008","Austin, Tex.",A.14,,https://www.proquest.com/newspapers/letters/docview/257051374/se-2?accountid=13360,TX
13062,gas_tax,"As advertised, Bush gave few favors to Texas","Embry, Jason","Austin American Statesman; Austin, Tex.","Dec 28, 2008","Austin, Tex.",A.1,,https://www.proquest.com/newspapers/as-advertised-bush-gave-few-favors-texas/docview/255861224/se-2?accountid=13360,TX
13076,gas_tax,Bearing the cost of caring // Foster parents say state cuts could force them to stop taking in children: [FINAL Edition],"Ward, Pamela","Austin American Statesman; Austin, Tex.","Aug 9, 1993","Austin, Tex.",,CITY/STATE,https://www.proquest.com/newspapers/bearing-cost-caring-foster-parents-say-state-cuts/docview/256281576/se-2?accountid=13360,TX
13123,gas_tax,"Business wins big, looks to '97 session",Bruce Hight American-Statesman Staff,"Austin American Statesman; Austin, Tex.","Jun 4, 1995","Austin, Tex.",,,https://www.proquest.com/newspapers/business-wins-big-looks-97-session/docview/256440217/se-2?accountid=13360,TX
13419,gas_tax,LETTERS,,"Austin American Statesman; Austin, Tex.","May 26, 1996","Austin, Tex.",,,https://www.proquest.com/newspapers/letters/docview/256576990/se-2?accountid=13360,TX
13547,gas_tax,"Lobbying from Austin favors wits over glitz ; Local agencies find ways to shape bills in D.C., bring home cash","Lindell, Chuck","Austin American Statesman; Austin, Tex.","May 6, 2002","Austin, Tex.",,,https://www.proquest.com/newspapers/lobbying-austin-favors-wits-over-glitz-local/docview/256833234/se-2?accountid=13360,TX
13596,gas_tax,Bills pile up as Capitol crunch time approaches,"Embry, Jason; MacLaggan, Corrie","Austin American Statesman; Austin, Tex.","May 10, 2009","Austin, Tex.",A.1,,https://www.proquest.com/newspapers/bills-pile-up-as-capitol-crunch-time-approaches/docview/255854470/se-2?accountid=13360,TX
13669,gas_tax,Gavin Newsom touts 'California dream' to persuade fractured state he should be governor,Marco della Cava,USA Today (Online); Arlington,"Oct 21, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/gavin-newsom-touts-california-dream-persuade/docview/2123567380/se-2?accountid=13360,TX
13677,gas_tax,"In the end, key goals unreached ; 1,370 measures OK'd, but school finance and property tax relief are not among them",AMERICAN-STATESMAN STAFF,"Austin American Statesman; Austin, Tex.","May 31, 2005","Austin, Tex.",,,https://www.proquest.com/newspapers/end-key-goals-unreached-1-370-measures-okd-school/docview/255730880/se-2?accountid=13360,TX
13691,gas_tax,Gavin Newsom touts 'California dream' to persuade fractured state he should be governor,Marco della Cava,USA Today (Online); Arlington,"Oct 8, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/gavin-newsom-touts-california-dream-persuade/docview/2117029430/se-2?accountid=13360,TX
13736,gas_tax,A look at how the Central Texas delegation fared,"MacLaggan, Corrie; Yadron, Danny; Ward, Mike","Austin American Statesman; Austin, Tex.","Jun 7, 2009","Austin, Tex.",A.8,,https://www.proquest.com/newspapers/look-at-how-central-texas-delegation-fared/docview/255821234/se-2?accountid=13360,TX
13737,gas_tax,Population drives state budget // Texas lawmakers face another tax crisis in special session to devise spending plan Series: STATE BUDGET: [FINAL Edition],"Trevino, Jesse","Austin American Statesman; Austin, Tex.","Jul 15, 1991","Austin, Tex.",,EDITORIAL,https://www.proquest.com/newspapers/population-drives-state-budget-texas-lawmakers/docview/256162634/se-2?accountid=13360,TX
13786,gas_tax,"Flag ladies, bees for vets, Hovenweep: News from around our 50 states",From USA TODAY Network;wire reports,USA Today (Online); Arlington,"Sep 12, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/flag-ladies-bees-vets-hovenweep-news-around-our/docview/2288587876/se-2?accountid=13360,TX
13800,gas_tax,School finance and beyond ; Lawmakers to wrestle with tough issues during session Series: THE 79TH LEGISLATURE,AMERICAN-STATESMAN STAFF,"Austin American Statesman; Austin, Tex.","Jan 9, 2005","Austin, Tex.",,,https://www.proquest.com/newspapers/school-finance-beyond-lawmakers-wrestle-with/docview/255793088/se-2?accountid=13360,TX
13846,gas_tax,78th Legislature: The hot issues ; Budget shortfall will overshadow most debates,,"Austin American Statesman; Austin, Tex.","Jan 12, 2003","Austin, Tex.",,,https://www.proquest.com/newspapers/78th-legislature-hot-issues-budget-shortfall-will/docview/256825069/se-2?accountid=13360,TX
13863,gas_tax,50 states,From Network; wire reports,USA Today (Online); Arlington,"Oct 1, 2019","Arlington, Tex.",,News,https://www.proquest.com/newspapers/50-states/docview/2299359763/se-2?accountid=13360,TX
13864,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 11, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2288150231/se-2?accountid=13360,TX
13865,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 25, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2296719635/se-2?accountid=13360,TX
13866,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 15, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2290572781/se-2?accountid=13360,TX
13867,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 23, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2295612997/se-2?accountid=13360,TX
13868,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 13, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2289921152/se-2?accountid=13360,TX
13869,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 14, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2272768066/se-2?accountid=13360,TX
13870,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 29, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2299013134/se-2?accountid=13360,TX
13871,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 16, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2290918368/se-2?accountid=13360,TX
13872,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 26, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2280010077/se-2?accountid=13360,TX
13873,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 21, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2276889342/se-2?accountid=13360,TX
13874,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 3, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2283490397/se-2?accountid=13360,TX
13875,gas_tax,"Clinics for kids, ban on pens, changes to benefits: News from around our 50 states",From Network; wire reports,USA Today (Online); Arlington,"May 19, 2021","Arlington, Tex.",,News,https://www.proquest.com/newspapers/clinics-kids-ban-on-pens-changes-benefits-news/docview/2528830173/se-2?accountid=13360,TX
13876,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 8, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2286489804/se-2?accountid=13360,TX
13877,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Jan 7, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/1985577816/se-2?accountid=13360,TX
13878,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 18, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2292262139/se-2?accountid=13360,TX
13879,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Nov 19, 2017","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/1965946486/se-2?accountid=13360,TX
13880,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Dec 17, 2017","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/1977715821/se-2?accountid=13360,TX
13881,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 25, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2279466106/se-2?accountid=13360,TX
13882,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 12, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2271969092/se-2?accountid=13360,TX
13883,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 28, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2281251762/se-2?accountid=13360,TX
13884,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 13, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2272531309/se-2?accountid=13360,TX
13885,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 4, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2284159853/se-2?accountid=13360,TX
13886,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 29, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2282143721/se-2?accountid=13360,TX
13887,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 20, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2276032253/se-2?accountid=13360,TX
13888,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 22, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2277526869/se-2?accountid=13360,TX
13889,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Nov 15, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2133653451/se-2?accountid=13360,TX
13890,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 18, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2108687036/se-2?accountid=13360,TX
13891,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 15, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2273334227/se-2?accountid=13360,TX
13892,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 9, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2287152135/se-2?accountid=13360,TX
13893,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Oct 4, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2116254952/se-2?accountid=13360,TX
13894,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 25, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2111948733/se-2?accountid=13360,TX
13895,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 18, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2274770197/se-2?accountid=13360,TX
13896,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Feb 25, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2007896929/se-2?accountid=13360,TX
13897,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 10, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2287626877/se-2?accountid=13360,TX
13898,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Nov 29, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2139189953/se-2?accountid=13360,TX
13899,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Oct 31, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2127486146/se-2?accountid=13360,TX
13900,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 26, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2093112705/se-2?accountid=13360,TX
13901,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"May 13, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2038146233/se-2?accountid=13360,TX
13902,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Nov 20, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2135774744/se-2?accountid=13360,TX
13903,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 4, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2099214273/se-2?accountid=13360,TX
13904,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Mar 26, 2017","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-clarifications/docview/1881070956/se-2?accountid=13360,TX
13905,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Dec 9, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2153384116/se-2?accountid=13360,TX
13906,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 16, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2104841339/se-2?accountid=13360,TX
13907,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 1, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2267438003/se-2?accountid=13360,TX
13908,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Dec 18, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2157961008/se-2?accountid=13360,TX
13909,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Dec 12, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2154919066/se-2?accountid=13360,TX
13910,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 22, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2091457930/se-2?accountid=13360,TX
13911,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Oct 17, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2121182105/se-2?accountid=13360,TX
13912,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 10, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2101665669/se-2?accountid=13360,TX
13913,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Jul 29, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2265995366/se-2?accountid=13360,TX
13914,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 6, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2268779514/se-2?accountid=13360,TX
13915,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Jul 31, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2267212843/se-2?accountid=13360,TX
13916,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Apr 7, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2204833042/se-2?accountid=13360,TX
13917,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Feb 28, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2186808800/se-2?accountid=13360,TX
13918,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Mar 19, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2193665584/se-2?accountid=13360,TX
13919,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Dec 17, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2157620385/se-2?accountid=13360,TX
13920,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Jan 15, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2167087540/se-2?accountid=13360,TX
13921,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Dec 6, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2150747489/se-2?accountid=13360,TX
13922,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Mar 3, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2187362734/se-2?accountid=13360,TX
13923,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Oct 16, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2120696119/se-2?accountid=13360,TX
13924,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 13, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2103328300/se-2?accountid=13360,TX
13925,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Apr 4, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2204834588/se-2?accountid=13360,TX
13926,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Feb 7, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2177022908/se-2?accountid=13360,TX
13927,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Dec 7, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2151292486/se-2?accountid=13360,TX
13928,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 19, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2109020708/se-2?accountid=13360,TX
13929,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 23, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2092272802/se-2?accountid=13360,TX
13930,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Dec 4, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2149159200/se-2?accountid=13360,TX
13931,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Nov 25, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2137331481/se-2?accountid=13360,TX
13932,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Nov 5, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2129773357/se-2?accountid=13360,TX
13933,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Oct 30, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2127072423/se-2?accountid=13360,TX
13934,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 26, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2112418678/se-2?accountid=13360,TX
13935,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 9, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2101129424/se-2?accountid=13360,TX
13936,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 27, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2093903271/se-2?accountid=13360,TX
13937,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Dec 10, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2153734892/se-2?accountid=13360,TX
13938,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Feb 19, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2183317080/se-2?accountid=13360,TX
13939,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Jan 8, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2164770821/se-2?accountid=13360,TX
13940,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Dec 13, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2155128662/se-2?accountid=13360,TX
13941,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Oct 11, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2118117568/se-2?accountid=13360,TX
13942,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Nov 19, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2135418780/se-2?accountid=13360,TX
13943,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Aug 21, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2090897452/se-2?accountid=13360,TX
13944,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Oct 1, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2114936595/se-2?accountid=13360,TX
13945,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Oct 28, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2126362388/se-2?accountid=13360,TX
13946,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Oct 9, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2117252587/se-2?accountid=13360,TX
13947,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 17, 2017","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/1939625251/se-2?accountid=13360,TX
13948,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Mar 4, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2187591701/se-2?accountid=13360,TX
13949,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 30, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2114484650/se-2?accountid=13360,TX
13950,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 27, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2112918261/se-2?accountid=13360,TX
13951,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Jun 13, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2239327943/se-2?accountid=13360,TX
13952,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Jul 24, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2262765887/se-2?accountid=13360,TX
13953,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Sep 11, 2018","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2102147860/se-2?accountid=13360,TX
13954,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Feb 20, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2183714286/se-2?accountid=13360,TX
13955,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Jan 17, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2167872919/se-2?accountid=13360,TX
13956,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Jan 9, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2165303777/se-2?accountid=13360,TX
13957,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Mar 7, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2188647923/se-2?accountid=13360,TX
13958,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Mar 5, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2188036468/se-2?accountid=13360,TX
13959,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Feb 14, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2180314076/se-2?accountid=13360,TX
13960,gas_tax,Corrections & Clarifications,,USA Today (Online); Arlington,"Jan 7, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/corrections-amp-clarifications/docview/2164141868/se-2?accountid=13360,TX
