,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
5258,cap_and_trade,Economy on way up but a long way to go,"Dey, Jim","News Gazette; Champaign, Ill.","Jul 17, 2010","Champaign, Ill.",A.6,,https://www.proquest.com/newspapers/economy-on-way-up-long-go/docview/646976088/se-2?accountid=13360,IL
5282,cap_and_trade,"Chicago's green cred is good, but not platinum: [Chicagoland Final Edition]","Kamin, Blair","Chicago Tribune; Chicago, Ill.","Oct 21, 2007","Chicago, Ill.",,Arts & Entertainment,https://www.proquest.com/newspapers/chicagos-green-cred-is-good-not-platinum/docview/420570581/se-2?accountid=13360,IL
5303,cap_and_trade,Do we believe?,Jennifer Loven Associated Press,"Daily Herald; Arlington Heights, Ill.","Feb 25, 2009","Arlington Heights, Ill.",1,NEWS,https://www.proquest.com/newspapers/do-we-believe/docview/313375288/se-2?accountid=13360,IL
5335,cap_and_trade,Congressional hopefuls see need to reduce spending,Anonymous,"Daily Herald; Arlington Heights, Ill.","Jan 15, 2010","Arlington Heights, Ill.",1,NEIGHBOR,https://www.proquest.com/newspapers/congressional-hopefuls-see-need-reduce-spending/docview/313545662/se-2?accountid=13360,IL
5337,cap_and_trade,Dilemmas and destinies; Doctorow receives literary prize; others delve into religious subtexts: [Chicagoland Edition],"Reardon, Patrick T","Chicago Tribune; Chicago, Ill.","Nov 5, 2007","Chicago, Ill.",,Tempo,https://www.proquest.com/newspapers/dilemmas-destinies-doctorow-receives-literary/docview/420638234/se-2?accountid=13360,IL
5339,cap_and_trade,Refinery pollution may soar: Midwest projects would increase emission up to 40%,"Hawthorne, Michael","Chicago Tribune; Chicago, Ill.","Feb 12, 2008","Chicago, Ill.",,News,https://www.proquest.com/newspapers/refinery-pollution-may-soar/docview/420677988/se-2?accountid=13360,IL
5341,cap_and_trade,Freshmen getting started,Kerry Lester Politics; Projects Writer,"Daily Herald; Arlington Heights, Ill.","Jan 3, 2011","Arlington Heights, Ill.",1,NEWS,https://www.proquest.com/newspapers/freshmen-getting-started/docview/822039908/se-2?accountid=13360,IL
5467,cap_and_trade,"Obama leaves behind an unwanted partisan divide: Having praised cooperation, president found it difficult to achieve","Parsons, Christi; Mascaro, Lisa","Chicago Tribune; Chicago, Ill.","Jan 15, 2017","Chicago, Ill.",,News,https://www.proquest.com/newspapers/obama-leaves-behind-unwanted-partisan-divide/docview/1858400521/se-2?accountid=13360,IL
5568,cap_and_trade,Obama versus Romney on the issues,,"Daily Herald; Arlington Heights, Ill.","Nov 4, 2012","Arlington Heights, Ill.",10,NEWS,https://www.proquest.com/newspapers/obama-versus-romney-on-issues/docview/1125786900/se-2?accountid=13360,IL
5616,carbon_tax,Voluntary carbon tax could help environment,,"Daily Herald; Arlington Heights, Ill.","Apr 6, 2018","Arlington Heights, Ill.",,News,https://www.proquest.com/newspapers/voluntary-carbon-tax-could-help-environment/docview/2022152461/se-2?accountid=13360,IL
5617,carbon_tax,Voluntary carbon tax could help environment,,"Daily Herald; Arlington Heights, Ill.","Apr 6, 2018","Arlington Heights, Ill.",10,News,https://www.proquest.com/newspapers/voluntary-carbon-tax-could-help-environment/docview/2022151797/se-2?accountid=13360,IL
5618,carbon_tax,Voluntary carbon tax could help environment,,"Daily Herald; Arlington Heights, Ill.","Apr 6, 2018","Arlington Heights, Ill.",10,News,https://www.proquest.com/newspapers/voluntary-carbon-tax-could-help-environment/docview/2022148973/se-2?accountid=13360,IL
5634,carbon_tax,"Bush does cleanup work in quieter environment: [FINAL EDITION, C]","Warsh, David","Chicago Tribune (pre-1997 Fulltext); Chicago, Ill.","Jun 14, 1992","Chicago, Ill.",,BUSINESS,https://www.proquest.com/newspapers/bush-does-cleanup-work-quieter-environment/docview/283297415/se-2?accountid=13360,IL
5684,carbon_tax,"Trump and the environment ...: His administration should fashion creative ways to protect air, water, wildlife and natural places",,"Chicago Tribune; Chicago, Ill.","Jan 17, 2017","Chicago, Ill.",,News,https://www.proquest.com/newspapers/trump-environment/docview/1858854927/se-2?accountid=13360,IL
5725,carbon_tax,"Shorter timeline, carbon tax among proposed changes","Wurth, Julie","News Gazette; Champaign, Ill.","May 15, 2015","Champaign, Ill.",B.1,,https://www.proquest.com/newspapers/shorter-timeline-carbon-tax-among-proposed/docview/1689095782/se-2?accountid=13360,IL
5827,carbon_tax,Need a new carbon tax to fight warming: [All Edition],,"News Gazette; Champaign, Ill.","Aug 2, 2007","Champaign, Ill.",,,https://www.proquest.com/newspapers/need-new-carbon-tax-fight-warming/docview/332922138/se-2?accountid=13360,IL
5877,carbon_tax,Republicans vs. the environment: Ignoring science and forgetting their history,"Chapman, Steve","Chicago Tribune; Chicago, Ill.","Jun 16, 2011","Chicago, Ill.",,News,https://www.proquest.com/newspapers/republicans-vs-environment/docview/871937663/se-2?accountid=13360,IL
6011,carbon_tax,WHAT OTHERS ARE SAYING,,"Chicago Tribune; Chicago, Ill.","Jul 17, 2016","Chicago, Ill.",,News,https://www.proquest.com/newspapers/what-others-are-saying/docview/1804596849/se-2?accountid=13360,IL
6092,carbon_tax,A gentle prod to go green: Turning wishes into actions a matter of showing people the way,"Thaler, Richard H; Sunstein, Cass R","Chicago Tribune; Chicago, Ill.","Apr 6, 2008","Chicago, Ill.",,Perspective,https://www.proquest.com/newspapers/gentle-prod-go-green/docview/420690629/se-2?accountid=13360,IL
6265,carbon_tax,New tack on global warming ; Report's dire forecast seen as call to action: [Chicagoland Final Edition],"David Greising, Tribune chief business correspondent","Chicago Tribune; Chicago, Ill.","Feb 4, 2007","Chicago, Ill.",,News,https://www.proquest.com/newspapers/new-tack-on-global-warming-reports-dire-forecast/docview/419617810/se-2?accountid=13360,IL
6268,carbon_tax,New direction starts with ourselves,,"Daily Herald; Arlington Heights, Ill.","Oct 8, 2016","Arlington Heights, Ill.",10,NEWS,https://www.proquest.com/newspapers/new-direction-starts-with-ourselves/docview/1830067405/se-2?accountid=13360,IL
6290,carbon_tax,VOICE OF THE PEOPLE (Letters): [Chicagoland Edition],,"Chicago Tribune; Chicago, Ill.","Aug 4, 2007","Chicago, Ill.",,News,https://www.proquest.com/newspapers/voice-people-letters/docview/420622786/se-2?accountid=13360,IL
6347,carbon_tax,Millennials should join Democrat 'coalition',,"Daily Herald; Arlington Heights, Ill.","Oct 8, 2016","Arlington Heights, Ill.",,NEWS,https://www.proquest.com/newspapers/millennials-should-join-democrat-coalition/docview/1830067049/se-2?accountid=13360,IL
6363,carbon_tax,How the U.S. could lead a global climate compact,"Wehrle, Roy; Wuebbles, Don; Francine van den Brandeler","Chicago Tribune; Chicago, Ill.","Oct 7, 2020","Chicago, Ill.",18,News,https://www.proquest.com/newspapers/how-u-s-could-lead-global-climate-compact/docview/2448807855/se-2?accountid=13360,IL
6374,carbon_tax,"Carbon cuts: Cap and trade, the sequel?: Years after plan died in D.C., Exelon execs revive idea to help state comply with EPA","Wernau, Julie","Chicago Tribune; Chicago, Ill.","Oct 2, 2014","Chicago, Ill.",,Business,https://www.proquest.com/newspapers/carbon-cuts-cap-trade-sequel/docview/1566750860/se-2?accountid=13360,IL
6515,carbon_tax,VOICE OF THE PEOPLE,,"Chicago Tribune; Chicago, Ill.","Dec 15, 2015","Chicago, Ill.",,News,https://www.proquest.com/newspapers/voice-people/docview/1748792389/se-2?accountid=13360,IL
6537,carbon_tax,Others may follow Calif.'s lead: State eyes 100% of power from clean sources,"Roth, Sammy","Chicago Tribune; Chicago, Ill.","Jan 22, 2019","Chicago, Ill.",3,Business,https://www.proquest.com/newspapers/others-may-follow-calif-s-lead/docview/2169184157/se-2?accountid=13360,IL
6583,carbon_tax,If Trump wants a clean-air option smarter than fuel standards ...,,"Chicago Tribune; Chicago, Ill.","Apr 4, 2018","Chicago, Ill.",18,News,https://www.proquest.com/newspapers/if-trump-wants-clean-air-option-smarter-than-fuel/docview/2021249141/se-2?accountid=13360,IL
6590,carbon_tax,He likes the wind: Gore sets Earth-friendly energy goal for next president to heed,Anonymous,"Chicago Tribune; Chicago, Ill.","Jul 18, 2008","Chicago, Ill.",,,https://www.proquest.com/newspapers/he-likes-wind/docview/420743497/se-2?accountid=13360,IL
6628,carbon_tax,Updated climate plan aims higher: Campus now set on being carbon neutral' by 2035,"Wurth, Julie","News Gazette; Champaign, Ill.","Oct 20, 2015","Champaign, Ill.",B.1,,https://www.proquest.com/newspapers/updated-climate-plan-aims-higher/docview/1732274208/se-2?accountid=13360,IL
6649,carbon_tax,Mr. Sunshine of BP isnt the only villain Mr. Sunshine of BP isnt the only villain,Anonymous,"Daily Herald; Arlington Heights, Ill.","Jun 6, 2010","Arlington Heights, Ill.",18,NEWS,https://www.proquest.com/newspapers/mr-sunshine-bp-isnt-only-villain/docview/365359307/se-2?accountid=13360,IL
6653,carbon_tax,"CRITIC: TAX WASTE, NOT WAGES CARBON LEVY IS JUST ONE OF MANY REFORM IDEAS: [NORTH SPORTS FINAL, C Edition]","Casey Bukro, Tribune Staff Writer.","Chicago Tribune; Chicago, Ill.","Apr 28, 1997","Chicago, Ill.",,BUSINESS,https://www.proquest.com/newspapers/critic-tax-waste-not-wages-carbon-levy-is-just/docview/418315471/se-2?accountid=13360,IL
6692,carbon_tax,Clinton to push world 'green' policies at U.N. summit: [FINAL Edition],,"Pantagraph; Bloomington, Ill.","May 10, 1997","Bloomington, Ill.",,NEWS,https://www.proquest.com/newspapers/clinton-push-world-green-policies-at-u-n-summit/docview/252293931/se-2?accountid=13360,IL
6708,carbon_tax,EPA chief ties ecology to economy: [NORTH SPORTS FINAL Edition],Casey Bukro. The Associated Press contributed to this story.,"Chicago Tribune (pre-1997 Fulltext); Chicago, Ill.","Feb 13, 1993","Chicago, Ill.",,BUSINESS,https://www.proquest.com/newspapers/epa-chief-ties-ecology-economy/docview/283428775/se-2?accountid=13360,IL
6709,carbon_tax,Gore may find it isn't easy thinking green: [CITY EDITION],"Swanson, Stevenson","Chicago Tribune (pre-1997 Fulltext); Chicago, Ill.","Nov 8, 1992","Chicago, Ill.",,NEWS,https://www.proquest.com/newspapers/gore-may-find-isnt-easy-thinking-green/docview/283433421/se-2?accountid=13360,IL
6770,carbon_tax,AP story on warming a disappointment: [All Edition],,"News Gazette; Champaign, Ill.","Dec 19, 2007","Champaign, Ill.",,,https://www.proquest.com/newspapers/ap-story-on-warming-disappointment/docview/332927855/se-2?accountid=13360,IL
6772,carbon_tax,"Climate plan takes heat over costs: Cap-and-trade could further slow sluggish economy, critics say","Tankersley, Jim","Chicago Tribune; Chicago, Ill.","Jan 26, 2009","Chicago, Ill.",,News,https://www.proquest.com/newspapers/climate-plan-takes-heat-over-costs/docview/420777490/se-2?accountid=13360,IL
6773,carbon_tax,Capitalism and climate change,"Chapman, Steve","Chicago Tribune; Chicago, Ill.","Sep 25, 2014","Chicago, Ill.",,News,https://www.proquest.com/newspapers/capitalism-climate-change/docview/1564565866/se-2?accountid=13360,IL
7375,carbon_tax,Be sure climate change information makes sense: [FINAL Edition],,"Pantagraph; Bloomington, Ill.","Sep 25, 1993","Bloomington, Ill.",,EDITORIAL,https://www.proquest.com/newspapers/be-sure-climate-change-information-makes-sense/docview/252026659/se-2?accountid=13360,IL
7417,carbon_tax,Scientist: Ignoring climate change could be 'dire' Harvard professor speaks at annual IWU convocation,"Sobota, Lenore","Pantagraph; Bloomington, Ill.","Jan 17, 2019","Bloomington, Ill.",A3,News,https://www.proquest.com/newspapers/scientist-ignoring-climate-change-could-be-dire/docview/2167858547/se-2?accountid=13360,IL
7507,carbon_tax,"China's rich, yearning to breathe free",,"Daily Herald; Arlington Heights, Ill.","Sep 8, 2013","Arlington Heights, Ill.",14,NEWS,https://www.proquest.com/newspapers/chinas-rich-yearning-breathe-free/docview/1430786804/se-2?accountid=13360,IL
7521,carbon_tax,VOICE OF THE PEOPLE,,"Chicago Tribune; Chicago, Ill.","Jul 9, 2013","Chicago, Ill.",,News,https://www.proquest.com/newspapers/voice-people/docview/1398619291/se-2?accountid=13360,IL
7559,carbon_tax,VOICE OF THE PEOPLE,,"Chicago Tribune; Chicago, Ill.","Dec 29, 2019","Chicago, Ill.",17,News,https://www.proquest.com/newspapers/voice-people/docview/2331028644/se-2?accountid=13360,IL
7563,carbon_tax,Quebec separatists on track to rise from ashes in election: Province in position to be a key player in minority government,"Rastello, Sandrine; News 1 1  News 
","Chicago Tribune; Chicago, Ill.","Oct 16, 2019","Chicago, Ill.",17,News,https://www.proquest.com/newspapers/quebec-separatists-on-track-rise-ashes-election/docview/2305728787/se-2?accountid=13360,IL
7590,carbon_tax,Kirk clarifies climate change view: Energy publication had quoted him on 'political correctness',"Skiba, Katherine","Chicago Tribune; Chicago, Ill.","Jan 9, 2015","Chicago, Ill.",,News,https://www.proquest.com/newspapers/kirk-clarifies-climate-change-view/docview/1643370306/se-2?accountid=13360,IL
7624,carbon_tax,"Billionaires step up at UN to target climate shifts: Branson, Bloomberg bring ideas for action to panel's green goals","Swanson, Stevenson","Chicago Tribune; Chicago, Ill.","Feb 12, 2008","Chicago, Ill.",,News,https://www.proquest.com/newspapers/billionaires-step-up-at-un-target-climate-shifts/docview/420642305/se-2?accountid=13360,IL
7670,carbon_tax,Urbana likely to seek role in MTD lawsuit ; Champaign City Council OK'd intervention plans last week: [1 Star - 2 Star Edition],"Monson, Mike","News Gazette; Champaign, Ill.","Jun 26, 2007","Champaign, Ill.",,,https://www.proquest.com/newspapers/urbana-likely-seek-role-mtd-lawsuit-champaign/docview/332966056/se-2?accountid=13360,IL
7774,carbon_tax,VOICE OF THE PEOPLE,,"Chicago Tribune; Chicago, Ill.","Jan 25, 2015","Chicago, Ill.",,News,https://www.proquest.com/newspapers/voice-people/docview/1647893202/se-2?accountid=13360,IL
7775,carbon_tax,News briefing,,"Chicago Tribune; Chicago, Ill.","Nov 24, 2013","Chicago, Ill.",,News,https://www.proquest.com/newspapers/news-briefing/docview/1461112824/se-2?accountid=13360,IL
7777,carbon_tax,VOICE OF THE PEOPLE,,"Chicago Tribune; Chicago, Ill.","Jul 20, 2020","Chicago, Ill.",15,News,https://www.proquest.com/newspapers/voice-people/docview/2424868332/se-2?accountid=13360,IL
7783,carbon_tax,VOICE OF THE PEOPLE,,"Chicago Tribune; Chicago, Ill.","Jan 19, 2020","Chicago, Ill.",23,News,https://www.proquest.com/newspapers/voice-people/docview/2340667246/se-2?accountid=13360,IL
7803,carbon_tax,VOICE OF THE PEOPLE [Corrected 08/11/2018],,"Chicago Tribune; Chicago, Ill.","Aug 10, 2018","Chicago, Ill.",14,News,https://www.proquest.com/newspapers/voice-people-corrected-08-11-2018/docview/2086139433/se-2?accountid=13360,IL
7841,carbon_tax,VOICE OF THE PEOPLE [Corrected 01/11/2020],,"Chicago Tribune; Chicago, Ill.","Jan 10, 2020","Chicago, Ill.",17,News,https://www.proquest.com/newspapers/voice-people-corrected-01-11-2020/docview/2335003478/se-2?accountid=13360,IL
7853,carbon_tax,Seeing new perspective on climate: Senators explore views on warming in each other's state,"Banerjee, Neela","Chicago Tribune; Chicago, Ill.","Oct 22, 2014","Chicago, Ill.",,News,https://www.proquest.com/newspapers/seeing-new-perspective-on-climate/docview/1614632589/se-2?accountid=13360,IL
7894,carbon_tax,U.S. frustrating Bali talks: Gore urges delegates to work around Washington refusals,"Goering, Laurie","Chicago Tribune; Chicago, Ill.","Dec 14, 2007","Chicago, Ill.",,News,https://www.proquest.com/newspapers/u-s-frustrating-bali-talks/docview/420652995/se-2?accountid=13360,IL
7945,carbon_tax,"More obstructionism, fewer rights for us",,"Daily Herald; Arlington Heights, Ill.","Nov 5, 2011","Arlington Heights, Ill.",18,NEWS,https://www.proquest.com/newspapers/more-obstructionism-fewer-rights-us/docview/902251894/se-2?accountid=13360,IL
7958,carbon_tax,Fence Post,Anonymous,"Daily Herald; Arlington Heights, Ill.","Jan 1, 2011","Arlington Heights, Ill.",8,NEWS,https://www.proquest.com/newspapers/fence-post/docview/821890437/se-2?accountid=13360,IL
7978,carbon_tax,A tax on how many miles you drive -- could it happen in Illinois?,"Wisniewski, Mary","Chicago Tribune; Chicago, Ill.","Mar 11, 2019","Chicago, Ill.",3,News,https://www.proquest.com/newspapers/tax-on-how-many-miles-you-drive-could-happen/docview/2189480281/se-2?accountid=13360,IL
7983,carbon_tax,VOICE OF THE PEOPLE,,"Chicago Tribune; Chicago, Ill.","Sep 5, 2015","Chicago, Ill.",,News,https://www.proquest.com/newspapers/voice-people/docview/1709520455/se-2?accountid=13360,IL
8022,carbon_tax,Managing Editor Jeff D'Alessio's BIG 10,"D'Alessio, Jeff","News Gazette; Champaign, Ill.","Apr 22, 2018","Champaign, Ill.",B.1,,https://www.proquest.com/newspapers/managing-editor-jeff-dalessios-big-10/docview/2036841049/se-2?accountid=13360,IL
8091,carbon_tax,"Similar in differentiation: Challengers from both parties spent Thursday talking about what sets them apart from incumbent U.S. Rep. Rodney Davis, R-Taylorville -- the only candidate who didn't show up",TOM KACICHBy TIM MITCHELL,"News Gazette; Champaign, Ill.","Feb 21, 2014","Champaign, Ill.",A.3,,https://www.proquest.com/newspapers/similar-differentiation/docview/1516828250/se-2?accountid=13360,IL
8105,carbon_tax,Neighbor Fencepost,Anonymous,"Daily Herald; Arlington Heights, Ill.","Jul 27, 2009","Arlington Heights, Ill.",2,NEIGHBOR,https://www.proquest.com/newspapers/neighbor-fencepost/docview/313468971/se-2?accountid=13360,IL
8167,carbon_tax,WE THE PEOPLE: CONTRACTS WITH AMERICA: [Chicagoland Final Edition],"Introduction by Charles M Madigan, Perspective editor","Chicago Tribune; Chicago, Ill.","Jan 8, 2006","Chicago, Ill.",,Perspective,https://www.proquest.com/newspapers/we-people-contracts-with-america/docview/420443627/se-2?accountid=13360,IL
8304,clean_energy_standard,Room for agreement in climate bill,BENJAMIN J. HULAC CQ-Roll Call,"Pantagraph; Bloomington, Ill.","Mar 15, 2021","Bloomington, Ill.",A4,"ap,national",https://www.proquest.com/newspapers/room-agreement-climate-bill/docview/2501231398/se-2?accountid=13360,IL
8383,demand-side_management,"ENERGY EFFICIENCY UTILITIES OFTEN WILL HELP YOU FIND WAYS TO CUT COSTS: [NORTH SPORTS FINAL, CN Edition]","Lew Sichelman, United Feature Syndicate.","Chicago Tribune (pre-1997 Fulltext); Chicago, Ill.","Feb 12, 1994","Chicago, Ill.",,HOME GUIDE,https://www.proquest.com/newspapers/energy-efficiency-utilities-often-will-help-you/docview/283693823/se-2?accountid=13360,IL
8391,demand-side_management,Illinois must once again fully regulate utilities,"Abram, Tom","News Gazette; Champaign, Ill.","Sep 24, 2006","Champaign, Ill.",,,https://www.proquest.com/newspapers/illinois-must-once-again-fully-regulate-utilities/docview/332873732/se-2?accountid=13360,IL
8518,emissions_tax,"3 area sites among top polluters: [NORTH SPORTS FINAL, C Edition]","Swanson, Stevenson","Chicago Tribune (pre-1997 Fulltext); Chicago, Ill.","Jun 7, 1990","Chicago, Ill.",,CHICAGOLAND,https://www.proquest.com/newspapers/3-area-sites-among-top-polluters/docview/282733920/se-2?accountid=13360,IL
8638,emissions_tax,"3 area sites among top polluters: [NORTH SPORTS FINAL, C Edition]","Swanson, Stevenson","Chicago Tribune (pre-1997 Fulltext); Chicago, Ill.","Jun 7, 1990","Chicago, Ill.",,CHICAGOLAND,https://www.proquest.com/newspapers/3-area-sites-among-top-polluters/docview/282733920/se-2?accountid=13360,IL
8678,emissions_tax,Taking climate legislation to the Hill ; 4 major bills battle for Congress' support: [Chicago Final Edition],"Demirjian, Karoun","Chicago Tribune; Chicago, Ill.","Mar 8, 2007","Chicago, Ill.",,News,https://www.proquest.com/newspapers/taking-climate-legislation-hill-4-major-bills/docview/420575248/se-2?accountid=13360,IL
8705,energy_efficiency_standard,Energy costs often skipped in numbers game: [West Final Edition],"Stangenes, Sharon","Chicago Tribune; Chicago, Ill.","Jan 29, 2005","Chicago, Ill.",,New Homes,https://www.proquest.com/newspapers/energy-costs-often-skipped-numbers-game/docview/420311741/se-2?accountid=13360,IL
8713,energy_efficiency_standard,Reversing the course of the nation's progress -- Republicans want Bush to overturn a list of Health and Safety Rules,Anonymous,"Chicago Defender; Chicago, Ill.","Apr 11, 2001","Chicago, Ill.",,,https://www.proquest.com/newspapers/reversing-course-nations-progress-republicans/docview/246959177/se-2?accountid=13360,IL
8753,gas_tax,Gas tax repeal is `inevitable': [FINAL Edition],,"Pantagraph; Bloomington, Ill.","May 7, 1996","Bloomington, Ill.",,NEWS,https://www.proquest.com/newspapers/gas-tax-repeal-is-inevitable/docview/252209596/se-2?accountid=13360,IL
8784,gas_tax,"1990 greeting: New laws, 3-cent gas tax hike: [FINAL EDITION, C]","Pearson, Rick","Chicago Tribune (pre-1997 Fulltext); Chicago, Ill.","Dec 31, 1989","Chicago, Ill.",,NEWS,https://www.proquest.com/newspapers/1990-greeting-new-laws-3-cent-gas-tax-hike/docview/282671406/se-2?accountid=13360,IL
8785,gas_tax,1990 greeting: 7-cent gas tax hike in Du Page: [FINAL EDITION],Rick Pearson and Jan Crawford.,"Chicago Tribune (pre-1997 Fulltext); Chicago, Ill.","Dec 31, 1989","Chicago, Ill.",,NEWS,https://www.proquest.com/newspapers/1990-greeting-7-cent-gas-tax-hike-du-page/docview/282671621/se-2?accountid=13360,IL
8790,gas_tax,GAS TAX FUNDS TARGETED FOR NEW HIGHWAY BUILDING: [DU PAGE SPORTS FINAL Edition],"Grady, William","Chicago Tribune (pre-1997 Fulltext); Chicago, Ill.","Dec 5, 1995","Chicago, Ill.",,METRO DU PAGE,https://www.proquest.com/newspapers/gas-tax-funds-targeted-new-highway-building/docview/291085623/se-2?accountid=13360,IL
8804,gas_tax,"Madigan, Cullerton pump up gas-tax hike: Boost from 19 cents to 27 cents a gallon would fund projects","Pearson, Rick; Rueff, Ashley","Chicago Tribune; Chicago, Ill.","Feb 4, 2009","Chicago, Ill.",,News,https://www.proquest.com/newspapers/madigan-cullerton-pump-up-gas-tax-hike/docview/420756361/se-2?accountid=13360,IL
8824,gas_tax,"Illinois ranks 21st in environment for small businesses: [Chicagoland Final , CN Edition]",,"Chicago Tribune; Chicago, Ill.","Nov 13, 2006","Chicago, Ill.",,Business,https://www.proquest.com/newspapers/illinois-ranks-21st-environment-small-businesses/docview/420546538/se-2?accountid=13360,IL
8898,gas_tax,"HIGHWAY FUNDING LINKED TO GAS TAX SUSPENSION: [Chicago Sports Final , N Edition]",Associated Press,"Chicago Tribune; Chicago, Ill.","Jul 3, 2000","Chicago, Ill.",,News,https://www.proquest.com/newspapers/highway-funding-linked-gas-tax-suspension/docview/419163521/se-2?accountid=13360,IL
8960,gas_tax,"Stricter mileage rules are flimflam . . . but gas tax hike's a must: [NORTH SPORTS FINAL, C Edition]",,"Chicago Tribune (pre-1997 Fulltext); Chicago, Ill.","May 23, 1989","Chicago, Ill.",,EDITORIAL,https://www.proquest.com/newspapers/stricter-mileage-rules-are-flimflam-gas-tax-hikes/docview/282522499/se-2?accountid=13360,IL
8969,gas_tax,Doubled gas tax is just the start,,"Daily Herald; Arlington Heights, Ill.","Jun 24, 2019","Arlington Heights, Ill.",1,News,https://www.proquest.com/newspapers/doubled-gas-tax-is-just-start/docview/2245618103/se-2?accountid=13360,IL
8970,gas_tax,Doubled gas tax is just the start,Marni Pyke Daily Herald Transportation Writer,"Daily Herald; Arlington Heights, Ill.","Jun 24, 2019","Arlington Heights, Ill.",,News,https://www.proquest.com/newspapers/doubled-gas-tax-is-just-start/docview/2245629036/se-2?accountid=13360,IL
8971,gas_tax,Doubled gas tax is just the start,,"Daily Herald; Arlington Heights, Ill.","Jun 24, 2019","Arlington Heights, Ill.",1,News,https://www.proquest.com/newspapers/doubled-gas-tax-is-just-start/docview/2245623878/se-2?accountid=13360,IL
8972,gas_tax,Doubled gas tax is just the start,,"Daily Herald; Arlington Heights, Ill.","Jun 24, 2019","Arlington Heights, Ill.",1,News,https://www.proquest.com/newspapers/doubled-gas-tax-is-just-start/docview/2245622263/se-2?accountid=13360,IL
8973,gas_tax,Doubled gas tax is just the start,,"Daily Herald; Arlington Heights, Ill.","Jun 24, 2019","Arlington Heights, Ill.",1,News,https://www.proquest.com/newspapers/doubled-gas-tax-is-just-start/docview/2245627463/se-2?accountid=13360,IL
8984,gas_tax,4-cent-per-gallon gas tax starts in May,"Wade, Patrick","News Gazette; Champaign, Ill.","Feb 8, 2012","Champaign, Ill.",A.1,,https://www.proquest.com/newspapers/4-cent-per-gallon-gas-tax-starts-may/docview/922397648/se-2?accountid=13360,IL
9013,gas_tax,Don’t take the easy way out on gas tax,,"Daily Herald; Arlington Heights, Ill.","Dec 13, 2018","Arlington Heights, Ill.",8,News,https://www.proquest.com/newspapers/don-t-take-easy-way-out-on-gas-tax/docview/2155115322/se-2?accountid=13360,IL
9026,gas_tax,Don’t take the easy way out on gas tax,,"Daily Herald; Arlington Heights, Ill.","Dec 13, 2018","Arlington Heights, Ill.",8,News,https://www.proquest.com/newspapers/don-t-take-easy-way-out-on-gas-tax/docview/2155116094/se-2?accountid=13360,IL
9049,gas_tax,Doubled gas tax is just the start Transit: Lake County leaders,,"Daily Herald; Arlington Heights, Ill.","Jun 24, 2019","Arlington Heights, Ill.",1,News,https://www.proquest.com/newspapers/doubled-gas-tax-is-just-start-transit-lake-county/docview/2245620280/se-2?accountid=13360,IL
9053,gas_tax,"As Illinois roads crumble, gas tax revenue to fix them keeps declining","Jones, Tim","Daily Herald; Arlington Heights, Ill.","Nov 17, 2017","Arlington Heights, Ill.",,NEWS,https://www.proquest.com/newspapers/as-illinois-roads-crumble-gas-tax-revenue-fix/docview/1973489958/se-2?accountid=13360,IL
9061,gas_tax,"One candidate supports gas tax increase - on oil companies: [F1,F2 Edition]",,"Daily Herald; Arlington Heights, Ill.","Mar 11, 2006","Arlington Heights, Ill.",,NEIGHBOR,https://www.proquest.com/newspapers/one-candidate-supports-gas-tax-increase-on-oil/docview/313129366/se-2?accountid=13360,IL
9077,gas_tax,"Raise gas tax, Clinton told Forum also stresses health care: [NORTH SPORTS FINAL Edition]","Arndt, Michael","Chicago Tribune (pre-1997 Fulltext); Chicago, Ill.","Dec 15, 1992","Chicago, Ill.",,NEWS,https://www.proquest.com/newspapers/raise-gas-tax-clinton-told-forum-also-stresses/docview/283399520/se-2?accountid=13360,IL
9081,gas_tax,"SUBURBS MAY SHARE WEALTH FROM GAS TAX; CHICAGO WON'T: [Chicago Sports Final , N Edition]","Wilson, Terry","Chicago Tribune; Chicago, Ill.","Jan 25, 2001","Chicago, Ill.",,News,https://www.proquest.com/newspapers/suburbs-may-share-wealth-gas-tax-chicago-wont/docview/419322536/se-2?accountid=13360,IL
9084,gas_tax,"Gas tax increase: Rx for deficit or trip down `road of no return'?: [FINAL EDITION, C]",Associated Press.,"Chicago Tribune (pre-1997 Fulltext); Chicago, Ill.","Feb 19, 1989","Chicago, Ill.",,TRANSPORTATION,https://www.proquest.com/newspapers/gas-tax-increase-rx-deficit-trip-down-road-no/docview/282558712/se-2?accountid=13360,IL
9115,gas_tax,DEMOCRATS: REPEAL OF GAS TAX HIKE LIKELY CLINTON BACKS PLAN FOR USING S&LS TO OFFSET LOSS: [NORTH SPORTS FINAL Edition],Associated Press.,"Chicago Tribune (pre-1997 Fulltext); Chicago, Ill.","May 7, 1996","Chicago, Ill.",,NEWS,https://www.proquest.com/newspapers/democrats-repeal-gas-tax-hike-likely-clinton/docview/291124804/se-2?accountid=13360,IL
9251,gas_tax,[ Fence Post ]: [Cook Edition],,"Daily Herald; Arlington Heights, Ill.","May 1, 2002","Arlington Heights, Ill.",,NEWS,https://www.proquest.com/newspapers/fence-post/docview/312592323/se-2?accountid=13360,IL
