previous_index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
9505,gas_tax,Leaf electric limo leads Plug In Day parade to Vanderbilt,"Fingeroot, Lisa","The Tennessean; Nashville, Tenn.","Sep 24, 2012","Nashville, Tenn.",,News Environment,https://www.proquest.com/newspapers/leaf-electric-limo-leads-plug-day-parade/docview/1069223788/se-2?accountid=13360,TN
9527,gas_tax,Haslam: Path we're on now won't work,"Plazas, David","The Tennessean; Nashville, Tenn.","Aug 9, 2015","Nashville, Tenn.",16,A,https://www.proquest.com/newspapers/haslam-path-were-on-now-wont-work/docview/1703625590/se-2?accountid=13360,TN
9538,gas_tax,Push for highway improvements vital in 2015,,"The Leaf Chronicle; Clarksville, Tenn.","Jan 4, 2015","Clarksville, Tenn.",6,C,https://www.proquest.com/newspapers/push-highway-improvements-vital-2015/docview/1641739869/se-2?accountid=13360,TN
9565,gas_tax,Road improvement funds shrinking,"Whetstone, Tyler","The Jackson Sun; Jackson, Tenn.","Aug 13, 2015","Jackson, Tenn.",1,B,https://www.proquest.com/newspapers/road-improvement-funds-shrinking/docview/1703571080/se-2?accountid=13360,TN
9725,gas_tax,Tennessee sues Chevron over spill cleanup costs,"Wadhwani, Anita","The Daily News Journal; Murfreesboro, Tenn.","Dec 29, 2015","Murfreesboro, Tenn.",A.5,Business,https://www.proquest.com/newspapers/tennessee-sues-chevron-over-spill-cleanup-costs/docview/1752178455/se-2?accountid=13360,TN
9728,gas_tax,State sues over spill cleanup costs,"Wadhwani, Anita","The Tennessean; Nashville, Tenn.","Dec 29, 2015","Nashville, Tenn.",A.1,News,https://www.proquest.com/newspapers/state-sues-over-spill-cleanup-costs/docview/1752177450/se-2?accountid=13360,TN
9741,gas_tax,Tennessee sues Chevron over spill cleanup costs,"Wadhwani, Anita","The Leaf Chronicle; Clarksville, Tenn.","Dec 29, 2015","Clarksville, Tenn.",A.6,News,https://www.proquest.com/newspapers/tennessee-sues-chevron-over-spill-cleanup-costs/docview/1752177829/se-2?accountid=13360,TN
9760,gas_tax,Environmental changes shift taxpayer costs,"Wadhwani, Anita","The Leaf Chronicle; Clarksville, Tenn.","Aug 21, 2016","Clarksville, Tenn.",A.7,News,https://www.proquest.com/newspapers/environmental-changes-shift-taxpayer-costs/docview/1812741185/se-2?accountid=13360,TN
9771,gas_tax,Environmental changes shift taxpayer costs,"Wadhwani, Anita","The Leaf Chronicle; Clarksville, Tenn.","Aug 21, 2016","Clarksville, Tenn.",A.7,News,https://www.proquest.com/newspapers/environmental-changes-shift-taxpayer-costs/docview/2191424100/se-2?accountid=13360,TN
9796,gas_tax,"Per-mile user fee would tax unfairly, reward fuel inefficiency","BAMPFIELD, RANDY","The Tennessean; Nashville, Tenn.","Dec 4, 2006","Nashville, Tenn.",,Main News,https://www.proquest.com/newspapers/per-mile-user-fee-would-tax-unfairly-reward-fuel/docview/239813305/se-2?accountid=13360,TN
9947,gas_tax,Bill to increase use of ethanol blend stalls in legislature,"de la CRUZ, BONNA","The Tennessean; Nashville, Tenn.","Mar 6, 2004","Nashville, Tenn.",,Local,https://www.proquest.com/newspapers/bill-increase-use-ethanol-blend-stalls/docview/239680692/se-2?accountid=13360,TN
10069,gas_tax,Toxic for taxpayers?,"Wadhwani, Anita","The Jackson Sun; Jackson, Tenn.","Aug 21, 2016","Jackson, Tenn.",A.3,News,https://www.proquest.com/newspapers/toxic-taxpayers/docview/1812744415/se-2?accountid=13360,TN
10076,gas_tax,"Comptroller: State must balance services, low taxes","Hicks, Mark","The Leaf Chronicle; Clarksville, Tenn.","Jun 16, 2015","Clarksville, Tenn.",5,A,https://www.proquest.com/newspapers/comptroller-state-must-balance-services-low-taxes/docview/1688553150/se-2?accountid=13360,TN
10092,gas_tax,Toxic for taxpayers?,"Wadhwani, Anita","The Jackson Sun; Jackson, Tenn.","Aug 21, 2016","Jackson, Tenn.",A.3,News,https://www.proquest.com/newspapers/toxic-taxpayers/docview/2191923310/se-2?accountid=13360,TN
10124,gas_tax,Cleanup bills go to taxpayers,"Wadhwani, Anita","The Daily News Journal; Murfreesboro, Tenn.","Aug 21, 2016","Murfreesboro, Tenn.",B.4,News,https://www.proquest.com/newspapers/cleanup-bills-go-taxpayers/docview/1812744578/se-2?accountid=13360,TN
10146,gas_tax,Cleanup bills go to taxpayers,"Wadhwani, Anita","The Daily News Journal; Murfreesboro, Tenn.","Aug 21, 2016","Murfreesboro, Tenn.",B.4,News,https://www.proquest.com/newspapers/cleanup-bills-go-taxpayers/docview/2191719971/se-2?accountid=13360,TN
10229,gas_tax,"Water quality standards hang in the balance: State regulators, developers hope to change TDOT rules","Reicher, Mike","The Tennessean; Nashville, Tenn.","Jul 22, 2018","Nashville, Tenn.",A.1,News,https://www.proquest.com/newspapers/water-quality-standards-hang-balance/docview/2072960708/se-2?accountid=13360,TN
10252,gas_tax,LETTERS TO THE EDITOR. Morally wrong to have high food tax,,"The Tennessean; Nashville, Tenn.","Jan 19, 2007","Nashville, Tenn.",,Main News,https://www.proquest.com/newspapers/letters-editor-morally-wrong-have-high-food-tax/docview/239817074/se-2?accountid=13360,TN
10279,gas_tax,Jordan challenges Tracy in District 14,"Broden, Scott","The Daily News Journal; Murfreesboro, Tenn.","Oct 23, 2016","Murfreesboro, Tenn.",A.7,News,https://www.proquest.com/newspapers/jordan-challenges-tracy-district-14/docview/1831045434/se-2?accountid=13360,TN
10290,gas_tax,Jordan challenges Tracy in District 14,"Broden, Scott","The Daily News Journal; Murfreesboro, Tenn.","Oct 23, 2016","Murfreesboro, Tenn.",A.7,News,https://www.proquest.com/newspapers/jordan-challenges-tracy-district-14/docview/2193938080/se-2?accountid=13360,TN
10649,gas_tax,Tennessee moves to loosen water quality rules,"Reicher, Mike","The Daily News Journal; Murfreesboro, Tenn.","Jul 22, 2018","Murfreesboro, Tenn.",A.4,News,https://www.proquest.com/newspapers/tennessee-moves-loosen-water-quality-rules/docview/2072962414/se-2?accountid=13360,TN
10650,gas_tax,Tennessee moves to loosen water quality rules,"Reicher, Mike","The Leaf Chronicle; Clarksville, Tenn.","Jul 22, 2018","Clarksville, Tenn.",A.5,News,https://www.proquest.com/newspapers/tennessee-moves-loosen-water-quality-rules/docview/2073110830/se-2?accountid=13360,TN
10694,gas_tax,New bridge would take toll on users,"Flessner, Dave","Chattanooga Times Free Press; Chattanooga, Tenn.","Dec 23, 2010","Chattanooga, Tenn.",A.1,News,https://www.proquest.com/newspapers/new-bridge-would-take-toll-on-users/docview/820917730/se-2?accountid=13360,TN
11386,gas_tax,LETTERS TO THE EDITOR,,"The Tennessean; Nashville, Tenn.","Jul 26, 2006","Nashville, Tenn.",,Main News,https://www.proquest.com/newspapers/letters-editor/docview/239760674/se-2?accountid=13360,TN
11629,gas_tax,our transit future has high stakes,"Plazas, David","The Tennessean; Nashville, Tenn.","Sep 24, 2017","Nashville, Tenn.",H.3,Opinion,https://www.proquest.com/newspapers/our-transit-future-has-high-stakes/docview/1941893777/se-2?accountid=13360,TN
11733,gas_tax,SPORTS GAMBLING. Ex-mobster pays big for scams,"Hopp, Jessica","The Tennessean; Nashville, Tenn.","Dec 11, 2006","Nashville, Tenn.",,Main News,https://www.proquest.com/newspapers/sports-gambling-ex-mobster-pays-big-scams/docview/239798836/se-2?accountid=13360,TN
11749,gas_tax,"Gov. Haslam leaves a strong legacy: His feats include better education, health care, economic prosperity","Ebert, Joel; Allison, Natalie","The Tennessean; Nashville, Tenn.","Jan 18, 2019","Nashville, Tenn.",A.8,News,https://www.proquest.com/newspapers/gov-haslam-leaves-strong-legacy/docview/2168096953/se-2?accountid=13360,TN
11872,gas_tax,John Ray Clemmons launches his run for Nashville mayor,"Garrison, Joey","The Tennessean; Nashville, Tenn.","Jan 16, 2019","Nashville, Tenn.",A.1,News,https://www.proquest.com/newspapers/john-ray-clemmons-launches-his-run-nashville/docview/2167251404/se-2?accountid=13360,TN
11948,gas_tax,Wilson County man to challenge Lynn,"Humbles, Andy","The Tennessean; Nashville, Tenn.","Mar 6, 2018","Nashville, Tenn.",A.5,News,https://www.proquest.com/newspapers/wilson-county-man-challenge-lynn/docview/2010693591/se-2?accountid=13360,TN
12128,gas_tax,Taxpayers should be pleased road projects advancing,DNJ Opinion Column,"The Daily News Journal; Murfreesboro, Tenn.","Jun 4, 1999","Murfreesboro, Tenn.",,Archive,https://www.proquest.com/newspapers/taxpayers-should-be-pleased-road-projects/docview/443505389/se-2?accountid=13360,TN
12151,gas_tax,"Burgess, White share views on traffic and jobs","Broden, Scott","The Daily News Journal; Murfreesboro, Tenn.","Jul 30, 2018","Murfreesboro, Tenn.",A.6,News,https://www.proquest.com/newspapers/burgess-white-share-views-on-traffic-jobs/docview/2078340877/se-2?accountid=13360,TN
12159,gas_tax,NASHVILLE EYE,"Barrie, Jeff","The Tennessean; Nashville, Tenn.","Nov 7, 2004","Nashville, Tenn.",,Main News,https://www.proquest.com/newspapers/nashville-eye/docview/239697705/se-2?accountid=13360,TN
12351,gas_tax,What we need from our new leaders,,"The Daily News Journal; Murfreesboro, Tenn.","Aug 5, 2018","Murfreesboro, Tenn.",B.3,Opinion,https://www.proquest.com/newspapers/what-we-need-our-new-leaders/docview/2083004609/se-2?accountid=13360,TN
12438,gas_tax,Corker wise to put policy over politics,,"The Daily News Journal; Murfreesboro, Tenn.","Jul 10, 2016","Murfreesboro, Tenn.",B.3,Opinion,https://www.proquest.com/newspapers/corker-wise-put-policy-over-politics/docview/1802646060/se-2?accountid=13360,TN
12451,gas_tax,Conservative Ogles launches bid for Corker's Senate seat,"Ebert, Joel; Boucher, Dave","The Tennessean; Nashville, Tenn.","Sep 15, 2017","Nashville, Tenn.",A.5,News,https://www.proquest.com/newspapers/conservative-ogles-launches-bid-corkers-senate/docview/1938797125/se-2?accountid=13360,TN
12469,gas_tax,Mae Beavers to make '18 run: State senator joins race for governor,"Garrison, Joey","The Tennessean; Nashville, Tenn.","May 28, 2017","Nashville, Tenn.",A.19,News,https://www.proquest.com/newspapers/mae-beavers-make-18-run/docview/1902823894/se-2?accountid=13360,TN
12498,gas_tax,State may remove toll projects limit,"Sanchez, Christina E","The Tennessean; Nashville, Tenn.","Apr 2, 2008","Nashville, Tenn.",,NEWS,https://www.proquest.com/newspapers/state-may-remove-toll-projects-limit/docview/239877201/se-2?accountid=13360,TN
12499,gas_tax,Corker still plans to advise Trump,"Plazas, David","The Tennessean; Nashville, Tenn.","Jul 7, 2016","Nashville, Tenn.",A.9,Opinion,https://www.proquest.com/newspapers/corker-still-plans-advise-trump/docview/1802206072/se-2?accountid=13360,TN
12510,gas_tax,Haslam won't run for the US Senate,"Ebert, Joel","The Daily News Journal; Murfreesboro, Tenn.","Jul 11, 2019","Murfreesboro, Tenn.",A.7,News,https://www.proquest.com/newspapers/haslam-wont-run-us-senate/docview/2258159687/se-2?accountid=13360,TN
12592,gas_tax,Former Gov. Bill Haslam passes on chance to run for US Senate,"Ebert, Joel","The Tennessean; Nashville, Tenn.","Jul 11, 2019","Nashville, Tenn.",A.1,News,https://www.proquest.com/newspapers/former-gov-bill-haslam-passes-on-chance-run-us/docview/2258161252/se-2?accountid=13360,TN
12610,gas_tax,Ex-Gov. Haslam won't run for US Senate,"Ebert, Joel","The Leaf Chronicle; Clarksville, Tenn.","Jul 11, 2019","Clarksville, Tenn.",A.5,News,https://www.proquest.com/newspapers/ex-gov-haslam-wont-run-us-senate/docview/2258159910/se-2?accountid=13360,TN
12611,gas_tax,What we need from our new leaders,,"The Leaf Chronicle; Clarksville, Tenn.","Aug 5, 2018","Clarksville, Tenn.",B.2,News,https://www.proquest.com/newspapers/what-we-need-our-new-leaders/docview/2083134093/se-2?accountid=13360,TN
12629,gas_tax,Former Gov. Bill Haslam won't run for US Senate,"Ebert, Joel","The Jackson Sun; Jackson, Tenn.","Jul 11, 2019","Jackson, Tenn.",A.4,News,https://www.proquest.com/newspapers/former-gov-bill-haslam-wont-run-us-senate/docview/2255251806/se-2?accountid=13360,TN
12638,gas_tax,A primer on Uncle Sam's use of your tax dollars,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","May 23, 2010","Chattanooga, Tenn.",F.1,Perspective,https://www.proquest.com/newspapers/primer-on-uncle-sams-use-your-tax-dollars/docview/312805884/se-2?accountid=13360,TN
12767,gas_tax,What we expect from our new leaders,,"The Jackson Sun; Jackson, Tenn.","Aug 5, 2018","Jackson, Tenn.",A.7,Opinion,https://www.proquest.com/newspapers/what-we-expect-our-new-leaders/docview/2083005216/se-2?accountid=13360,TN
12808,gas_tax,What we need from our new leaders,,"The Tennessean; Nashville, Tenn.","Aug 5, 2018","Nashville, Tenn.",H.1,Opinion,https://www.proquest.com/newspapers/what-we-need-our-new-leaders/docview/2083005271/se-2?accountid=13360,TN
12851,gas_tax,Former Gov. Bill Haslam passes on chance to run for US Senate,"Ebert, Joel","The Tennessean; Nashville, Tenn.","Jul 11, 2019","Nashville, Tenn.",A.1,News,https://www.proquest.com/newspapers/former-gov-bill-haslam-passes-on-chance-run-us/docview/2258153735/se-2?accountid=13360,TN
13206,gas_tax,2 Senate vets trade shots in District 17,"Fender, Jessica","The Tennessean; Nashville, Tenn.","Oct 27, 2006","Nashville, Tenn.",,Local,https://www.proquest.com/newspapers/2-senate-vets-trade-shots-district-17/docview/239801950/se-2?accountid=13360,TN
13245,gas_tax,Inside the GOP battle to be state's next House Speaker,"Ebert, Joel; Allison, Natalie","The Tennessean; Nashville, Tenn.","Nov 20, 2018","Nashville, Tenn.",A.1,News,https://www.proquest.com/newspapers/inside-gop-battle-be-states-next-house-speaker/docview/2135491639/se-2?accountid=13360,TN
13387,gas_tax,Inside the GOP battle to be Tennessee's next House Speaker,"Ebert, Joel; Allison, Natalie","The Daily News Journal; Murfreesboro, Tenn.","Nov 20, 2018","Murfreesboro, Tenn.",A.5,News,https://www.proquest.com/newspapers/inside-gop-battle-be-tennessees-next-house/docview/2135490205/se-2?accountid=13360,TN
13410,gas_tax,Inside the GOP battle to be Tennessee's next House Speaker,"Ebert, Joel; Allison, Natalie","The Leaf Chronicle; Clarksville, Tenn.","Nov 20, 2018","Clarksville, Tenn.",A.5,News,https://www.proquest.com/newspapers/inside-gop-battle-be-tennessees-next-house/docview/2136232847/se-2?accountid=13360,TN
13412,gas_tax,Letters to the Editor: History too vital a subject to ignore: To the Editor:,,"The Tennessean; Nashville, Tenn.","Feb 22, 2007","Nashville, Tenn.",,OPINION,https://www.proquest.com/newspapers/letters-editor-history-too-vital-subject-ignore/docview/239801254/se-2?accountid=13360,TN
13542,gas_tax,2004 ELECTION,Regan Loyola Connolly,"The Leaf Chronicle; Clarksville, Tenn.","Oct 11, 2004","Clarksville, Tenn.",,Front,https://www.proquest.com/newspapers/2004-election/docview/441637742/se-2?accountid=13360,TN
13550,gas_tax,Q&A: In the heat of state politics,,"The Daily News Journal; Murfreesboro, Tenn.","Jan 25, 2009","Murfreesboro, Tenn.",,NEWS,https://www.proquest.com/newspapers/q-heat-state-politics/docview/443307387/se-2?accountid=13360,TN
13552,gas_tax,LETTERS TO THE EDITOR. 'Transmitter' in car is reverse taxation,,"The Tennessean; Nashville, Tenn.","Dec 3, 2006","Nashville, Tenn.",,Main News,https://www.proquest.com/newspapers/letters-editor-transmitter-car-is-reverse/docview/239790982/se-2?accountid=13360,TN
13564,gas_tax,Thompson's career path may lead to biggest role yet,"Theobald, Bill; Schrade, Brad; Keel, Beverly","The Tennessean; Nashville, Tenn.","Sep 6, 2007","Nashville, Tenn.",,NEWS,https://www.proquest.com/newspapers/thompsons-career-path-may-lead-biggest-role-yet/docview/239847394/se-2?accountid=13360,TN
13585,gas_tax,LETTERS TO THE EDITOR,,"The Tennessean; Nashville, Tenn.","Aug 27, 2006","Nashville, Tenn.",,Main News,https://www.proquest.com/newspapers/letters-editor/docview/239781880/se-2?accountid=13360,TN
13826,gas_tax,In the heat of state politics: Coleman set for another term,,"The Daily News Journal; Murfreesboro, Tenn.","Jan 25, 2009","Murfreesboro, Tenn.",,NEWS,https://www.proquest.com/newspapers/heat-state-politics-coleman-set-another-term/docview/443313179/se-2?accountid=13360,TN
14449,net_metering,LETETRS TO THE EDITOR,,"The Tennessean; Nashville, Tenn.","Dec 6, 2002","Nashville, Tenn.",,Main News,https://www.proquest.com/newspapers/letetrs-editor/docview/239550020/se-2?accountid=13360,TN
14718,net_metering,Bells Bend tour shows off solar energy system,"Humbles, Andy","The Tennessean; Nashville, Tenn.","Dec 17, 2008","Nashville, Tenn.",,COUNTY,https://www.proquest.com/newspapers/bells-bend-tour-shows-off-solar-energy-system/docview/239921123/se-2?accountid=13360,TN
14979,RPS,RPS unwraps new hub facility,"Fann, Gina","Nashville Banner; Nashville, Tenn.","Oct 24, 1997","Nashville, Tenn.",,Business,https://www.proquest.com/newspapers/rps-unwraps-new-hub-facility/docview/283915603/se-2?accountid=13360,TN
