previous_index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
7193,carbon_tax,Big Oil with the answer? Don't bet on it.: Exxon Mobil embraces climate responsibility as only it could.,"Blodgett, Bonnie","Star Tribune; Minneapolis, Minn.","Jul 8, 2012","Minneapolis, Minn.",OP.3,NEWS,https://www.proquest.com/newspapers/big-oil-with-answer-dont-bet-on/docview/1024154458/se-2?accountid=13360,MN
7229,carbon_tax,"Election fallout: Republicans offer different solutions, but metro challenges haven't changed","Berg, Steve","MinnPost.com; Minneapolis, Minn.","Nov 8, 2010","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/election-fallout-republicans-offer-different/docview/965214655/se-2?accountid=13360,MN
7349,carbon_tax,READERS WRITE Saying we use oil misses the point,,"Star Tribune; Minneapolis, Minn.","Nov 9, 2016","Minneapolis, Minn.",A.24,NEWS,https://www.proquest.com/newspapers/readers-write-saying-we-use-oil-misses-point/docview/1840576285/se-2?accountid=13360,MN
7561,carbon_tax,Dumping capitalism won't save planet,"Smith, Noah","Star Tribune; Minneapolis, Minn.","Apr 15, 2019","Minneapolis, Minn.",D.4,BUSINESS,https://www.proquest.com/newspapers/dumping-capitalism-wont-save-planet/docview/2209730594/se-2?accountid=13360,MN
7569,carbon_tax,DUST-UP OVER CARBON: North Dakota is none too pleased with Minnesota as a deadline nears for what North Dakota claims will be a tax on coal-fired electricity.,"BJORHUS, JENNIFER","Star Tribune; Minneapolis, Minn.","Jan 15, 2010","Minneapolis, Minn.",D.1,BUSINESS,https://www.proquest.com/newspapers/dust-up-over-carbon/docview/428080048/se-2?accountid=13360,MN
7929,carbon_tax,"With demise of Big Stone II, the days of King Coal are over for now","Way, Ron","MinnPost.com; Minneapolis, Minn.","Nov 3, 2009","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/with-demise-big-stone-ii-days-king-coal-are-over/docview/968196512/se-2?accountid=13360,MN
7947,carbon_tax,READERS WRITE The trends must be changed,,"Star Tribune; Minneapolis, Minn.","Oct 5, 2016","Minneapolis, Minn.",A.8,NEWS,https://www.proquest.com/newspapers/readers-write-trends-must-be-changed/docview/1826017345/se-2?accountid=13360,MN
7963,carbon_tax,READERS WRITE Farewell to smog. For good.,,"Star Tribune; Minneapolis, Minn.","Feb 25, 2020","Minneapolis, Minn.",A.6,NEWS,https://www.proquest.com/newspapers/readers-write-farewell-smog-good/docview/2363449725/se-2?accountid=13360,MN
7972,carbon_tax,"READERS WRITE No, real life in America is not like Monopoly",,"Star Tribune; Minneapolis, Minn.","Jan 29, 2015","Minneapolis, Minn.",A.10,NEWS,https://www.proquest.com/newspapers/readers-write-no-real-life-america-is-not-like/docview/1648991255/se-2?accountid=13360,MN
7990,carbon_tax,Dissident members turning up heat on U.S. Chamber's climate change policy,"Haugen, Dan","MinnPost.com; Minneapolis, Minn.","Oct 16, 2009","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/dissident-members-turning-up-heat-on-u-s-chambers/docview/968194581/se-2?accountid=13360,MN
8240,clean_energy_standard,Short circuit looms in Minnesota's promising wind energy industry,"Brooks, Leslie","Saint Paul Pioneer Press; Saint Paul, Minn.","Aug 14, 2010","Saint Paul, Minn.",,Business,https://www.proquest.com/newspapers/short-circuit-looms-minnesotas-promising-wind/docview/744232833/se-2?accountid=13360,MN
8396,demand-side_management,NSP chief plugs in cost-cutting plans // Rate-case decision caused ills: [METRO Edition],"Peterson, Susan E; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","Aug 20, 1990","Minneapolis, Minn.",,MARKETPLACE,https://www.proquest.com/newspapers/nsp-chief-plugs-cost-cutting-plans-rate-case/docview/418213794/se-2?accountid=13360,MN
8746,gas_tax,"Perpich will sign lottery, gas tax bills: [METRO Edition]","Wilson, Betty; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","Apr 22, 1988","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/perpich-will-sign-lottery-gas-tax-bills/docview/417872689/se-2?accountid=13360,MN
8751,gas_tax,"CLIMATE CHANGE: Plausible magic bullets for the environment in 2019? ; On the national level, a tariff on goods made without pollution protections like ours; on the state level, a well-directed gas-tax increase.","Lenfestey, James P","Star Tribune; Minneapolis, Minn.","Jan 8, 2019","Minneapolis, Minn.",A.9,NEWS,https://www.proquest.com/newspapers/climate-change/docview/2164809337/se-2?accountid=13360,MN
8783,gas_tax,"U.S. Senate candidates hold casual debate: Among topics the DFL candidates discussed on ""Almanac"" Friday night: Iraq, gay marriage, a gas tax increase and the environment.","Olson, Rochelle","Star Tribune; Minneapolis, Minn.","Aug 25, 2007","Minneapolis, Minn.",B.1,NEWS,https://www.proquest.com/newspapers/u-s-senate-candidates-hold-casual-debate/docview/427901496/se-2?accountid=13360,MN
8791,gas_tax,Gas tax increase fuels controversy // Committee backs 5 cent increase despite surplus: [METRO Edition],"Whereatt, Robert; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","Mar 1, 1997","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/gas-tax-increase-fuels-controversy-committee/docview/426816105/se-2?accountid=13360,MN
8815,gas_tax,"State out to rethink road cash: Dayton says highways are in decline, as is gas-tax income; he wants new ideas for financing road work.","Doyle, Pat","Star Tribune; Minneapolis, Minn.","Jan 13, 2012","Minneapolis, Minn.",B.1,NEWS,https://www.proquest.com/newspapers/state-out-rethink-road-cash/docview/915788221/se-2?accountid=13360,MN
8818,gas_tax,capitol report ; Bill to reduce ATV-trail money loses traction; Sen. Marty's effort to cut the amount of gas tax revenue going to the trails was soundly defeated in committee.: [METRO Edition],"deFiebre, Conrad; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","Mar 25, 2006","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/capitol-report-bill-reduce-atv-trail-money-loses/docview/427787493/se-2?accountid=13360,MN
9105,gas_tax,Oberstar to state: Raise the gas tax ; Congress will help on transportation if Minnesota steps up.: [METRO Edition],,"Star Tribune; Minneapolis, Minn.","Feb 25, 2007","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/oberstar-state-raise-gas-tax-congress-will-help/docview/427861354/se-2?accountid=13360,MN
9121,gas_tax,TRANSPORTATION FUNDING: Just ahead: Big votes on gas tax hike; DFLers like their chances despite a Pawlenty veto threat; they'll need Republican help.,"Kaszuba, Mike; Duchschere, Kevin","Star Tribune; Minneapolis, Minn.","Feb 19, 2008","Minneapolis, Minn.",A.1,NEWS,https://www.proquest.com/newspapers/transportation-funding/docview/427948038/se-2?accountid=13360,MN
9142,gas_tax,"Dayton, Bakk reconcile for now: The two power figures say they once again are united, but conflict awaits over lottery, environment and budget office.","Coolican, J Patrick","Star Tribune; Minneapolis, Minn.","Mar 6, 2015","Minneapolis, Minn.",B.1,NEWS,https://www.proquest.com/newspapers/dayton-bakk-reconcile-now/docview/1660976684/se-2?accountid=13360,MN
9190,gas_tax,Business priorities pressure Pawlenty ; Chamber wants more spent on transportation.: [METRO Edition],"Smith, Dane; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","Jan 6, 2005","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/business-priorities-pressure-pawlenty-chamber/docview/427690107/se-2?accountid=13360,MN
9203,gas_tax,"Lessard: Fed up with DNR // Sen. Bob Lessard says that Minnesota's DNR has `built a climate of animosity' against it and the chairman of the Senate Environment and Natural Resources Committee vows to stand fast on deer feeding, license fees and a constitutional amendment.: [METRO Edition]","Anderson, Dennis; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","Feb 16, 1997","Minneapolis, Minn.",,SPORTS,https://www.proquest.com/newspapers/lessard-fed-up-with-dnr-sen-bob-says-that/docview/426799754/se-2?accountid=13360,MN
9218,gas_tax,letters: [1],Anonymous,"Star Tribune; Minneapolis, Minn.","May 14, 2008","Minneapolis, Minn.",AA.2,NEWS,https://www.proquest.com/newspapers/letters/docview/427969821/se-2?accountid=13360,MN
9222,gas_tax,Political foes take on suburban populist Michele Bachmann,"Grow, Doug","MinnPost.com; Minneapolis, Minn.","Oct 15, 2008","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/political-foes-take-on-suburban-populist-michele/docview/992834164/se-2?accountid=13360,MN
9246,gas_tax,"GOP revises plan to spend surplus: House Republicans would like to use new money for roads and bridges, tax relief.","Coolican, J Patrick","Star Tribune; Minneapolis, Minn.","Apr 8, 2016","Minneapolis, Minn.",B.1,NEWS,https://www.proquest.com/newspapers/gop-revises-plan-spend-surplus/docview/1779633570/se-2?accountid=13360,MN
9321,gas_tax,Road to Minnesota transportation funds is not a smooth one,"Salisbury, Bill","Saint Paul Pioneer Press; Saint Paul, Minn.","Jul 6, 2013","Saint Paul, Minn.",,Legislature,https://www.proquest.com/newspapers/road-minnesota-transportation-funds-is-not-smooth/docview/1398330908/se-2?accountid=13360,MN
9395,gas_tax,Legislator's plan would tax motorists by the green mile With energy-efficient green cars comes a call to examine the state's highway-financing system: [METRO Edition],"Whereatt, Robert; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","Dec 29, 1999","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/legislators-plan-would-tax-motorists-green-mile/docview/427204536/se-2?accountid=13360,MN
9399,gas_tax,"Wildlife, arts draw short straw at Capitol","Schumacher, Lawrence","St. Cloud Times; St. Cloud, Minn.","Apr 15, 2007","St. Cloud, Minn.",,Local/State,https://www.proquest.com/newspapers/wildlife-arts-draw-short-straw-at-capitol/docview/378534517/se-2?accountid=13360,MN
9415,gas_tax,Daytons ambitious plans face tough test: Divided Capitol casts doubts on governors education and transportation agendas.,"Condon, Patrick","Star Tribune; Minneapolis, Minn.","Apr 5, 2015","Minneapolis, Minn.",B.1,NEWS,https://www.proquest.com/newspapers/daytons-ambitious-plans-face-tough-test/docview/1669976368/se-2?accountid=13360,MN
9423,gas_tax,"How to guide a legislative session Daudtfully: Well, Im doubtful about the perceived results, but others are a bit breathless about it.","Sturdevant, Lori","Star Tribune; Minneapolis, Minn.","Jun 21, 2015","Minneapolis, Minn.",OP.1,NEWS,https://www.proquest.com/newspapers/how-guide-legislative-session-daudtfully/docview/1690495566/se-2?accountid=13360,MN
9439,gas_tax,"Minnesota House names committee chairs, completes legislative leadership","Nord, James","MinnPost.com; Minneapolis, Minn.","Nov 16, 2012","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/minnesota-house-names-committee-chairs-completes/docview/1156931817/se-2?accountid=13360,MN
9482,gas_tax,LEGISLATURE: BACK TO WORK: Session starts with a bang - and a yawning deficit; The first day of the new session held the promise of cooperation and the prospect of head-butting.,"Kaszuba, Mike; Brunswick, Mark","Star Tribune; Minneapolis, Minn.","Feb 13, 2008","Minneapolis, Minn.",B.1,NEWS,https://www.proquest.com/newspapers/legislature-back-work/docview/427946330/se-2?accountid=13360,MN
9499,gas_tax,"Minnesota roads need money, but where should it come from?","Salisbury, Bill","Saint Paul Pioneer Press; Saint Paul, Minn.","Jan 3, 2015","Saint Paul, Minn.",,Politics,https://www.proquest.com/newspapers/minnesota-roads-need-money-where-should-come/docview/1641651486/se-2?accountid=13360,MN
9543,gas_tax,VOTER'S GUIDE ; gubernatorial issues; a thumbnail look at where the candidates stand: [METRO Edition],,"Star Tribune; Minneapolis, Minn.","Nov 1, 2006","Minneapolis, Minn.",,SPECIAL,https://www.proquest.com/newspapers/voters-guide-gubernatorial-issues-thumbnail-look/docview/427841760/se-2?accountid=13360,MN
9600,gas_tax,Readers Write: [METRO Edition],,"Star Tribune; Minneapolis, Minn.","Jan 30, 2007","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/readers-write/docview/427852776/se-2?accountid=13360,MN
9618,gas_tax,Readers Write: LETTER OF THE DAY; Casino money should be used to benefit state,Anonymous,"Star Tribune; Minneapolis, Minn.","Jul 18, 2011","Minneapolis, Minn.",A.10,NEWS,https://www.proquest.com/newspapers/readers-write/docview/877689612/se-2?accountid=13360,MN
9620,gas_tax,"What to watch for in 2016: the year ahead in Minnesota government, politics and culture",,"MinnPost.com; Minneapolis, Minn.","Jan 4, 2016","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/what-watch-2016-year-ahead-minnesota-government/docview/1753184806/se-2?accountid=13360,MN
9642,gas_tax,Jobs held hostage to budget standoff,"Schumacher, Lawrence","St. Cloud Times; St. Cloud, Minn.","Jun 26, 2005","St. Cloud, Minn.",,Local;State,https://www.proquest.com/newspapers/jobs-held-hostage-budget-standoff/docview/378475883/se-2?accountid=13360,MN
9670,gas_tax,Readers Write,Anonymous,"Star Tribune; Minneapolis, Minn.","Aug 13, 2007","Minneapolis, Minn.",A.8,NEWS,https://www.proquest.com/newspapers/readers-write/docview/427907424/se-2?accountid=13360,MN
9689,gas_tax,U.S. highway fund needs a lasting fix,,"Star Tribune; Minneapolis, Minn.","Jul 24, 2014","Minneapolis, Minn.",A.8,NEWS,https://www.proquest.com/newspapers/u-s-highway-fund-needs-lasting-fix/docview/1548006753/se-2?accountid=13360,MN
9695,gas_tax,FAST lane proposal draws some criticism,,"St. Cloud Times; St. Cloud, Minn.","May 4, 2003","St. Cloud, Minn.",,Opinion,https://www.proquest.com/newspapers/fast-lane-proposal-draws-some-criticism/docview/378461172/se-2?accountid=13360,MN
9702,gas_tax,"Candidates spar about education, health care","Schumacher, Lawrence","St. Cloud Times; St. Cloud, Minn.","Sep 15, 2006","St. Cloud, Minn.",,World/Nation,https://www.proquest.com/newspapers/candidates-spar-about-education-health-care/docview/378525191/se-2?accountid=13360,MN
9799,gas_tax,emmer leans on lessons learned,"Sommerhauser, Mark","St. Cloud Times; St. Cloud, Minn.","Jul 29, 2014","St. Cloud, Minn.",1,A,https://www.proquest.com/newspapers/emmer-leans-on-lessons-learned/docview/1548815376/se-2?accountid=13360,MN
9826,gas_tax,Doty faces challenge,"Schumacher, Lawrence","St. Cloud Times; St. Cloud, Minn.","Oct 9, 2008","St. Cloud, Minn.",,Local/State,https://www.proquest.com/newspapers/doty-faces-challenge/docview/378560094/se-2?accountid=13360,MN
9837,gas_tax,"ANALYSIS: What is Pawlenty's effect? Big ideas but little follow-up; Gov. Tim Pawlenty, everyone agrees, is a man of many ideas. Some say there are too many ideas and not enough to show for them.","Lopez, Patricia","Star Tribune; Minneapolis, Minn.","Dec 12, 2007","Minneapolis, Minn.",A.1,NEWS,https://www.proquest.com/newspapers/analysis/docview/427936142/se-2?accountid=13360,MN
9859,gas_tax,What does the exit of 2 young DFL members of the House's key 'Class of 2006' portend for control?,"Grow, Doug","MinnPost.com; Minneapolis, Minn.","Mar 11, 2010","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/what-does-exit-2-young-dfl-members-houses-key/docview/968418753/se-2?accountid=13360,MN
9861,gas_tax,Readers Write,Anonymous,"Star Tribune; Minneapolis, Minn.","Jul 10, 2010","Minneapolis, Minn.",A.10,NEWS,https://www.proquest.com/newspapers/readers-write/docview/607898103/se-2?accountid=13360,MN
9887,gas_tax,Minnesota legislators hit deal by leaving out the man who had to sign it,"Stassen-Berger, Rachel E; Salisbury, Bill","Saint Paul Pioneer Press; Saint Paul, Minn.","May 23, 2015","Saint Paul, Minn.",,Politics,https://www.proquest.com/newspapers/minnesota-legislators-hit-deal-leaving-out-man/docview/1682798310/se-2?accountid=13360,MN
9915,gas_tax,Gas prices ; High ones have some benefit: [METRO Edition],,"Star Tribune; Minneapolis, Minn.","Oct 9, 2005","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/gas-prices-high-ones-have-some-benefit/docview/427741444/se-2?accountid=13360,MN
9941,gas_tax,DAILY ROUNDUP DFL legislators and Sierra Club focus on air quality: [METRO Edition],"McAuliffe, Bill; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","Jan 10, 2001","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/daily-roundup-dfl-legislators-sierra-club-focus/docview/427362637/se-2?accountid=13360,MN
9972,gas_tax,Legislators looking for the exit signs ; House and Senate leaders will meet today in hopes of finding a way to adjourn by early April.: [METRO Edition],"Smith, Dane; Lopez, Patricia; Staff Writers 1 1  Staff Writers 
","Star Tribune; Minneapolis, Minn.","Mar 27, 2002","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/legislators-looking-exit-signs-house-senate/docview/427472449/se-2?accountid=13360,MN
9983,gas_tax,"Not adding up: Halfway through session, legislative leaders remain far apart on key issues","Bierschbach, Briana","MinnPost.com; Minneapolis, Minn.","Apr 19, 2016","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/not-adding-up-halfway-through-session-legislative/docview/1782088315/se-2?accountid=13360,MN
10005,gas_tax,"Leaders agree on higher-ed funding, but much more budget work awaits.: [METRO Edition]","Smith, Dane; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","May 17, 2005","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/leaders-agree-on-higher-ed-funding-much-more/docview/427710225/se-2?accountid=13360,MN
10045,gas_tax,Taxes must be part of transportation fix ; Either pay with more congestion or pay for a solution.: [METRO Edition],,"Star Tribune; Minneapolis, Minn.","Mar 22, 2007","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/taxes-must-be-part-transportation-fix-either-pay/docview/427869337/se-2?accountid=13360,MN
10106,gas_tax,"Walz vows to work with business to strengthen state: Business leaders said they were optimistic about working with the governor, despite differences.",JESSIE VAN BERKEL,"Star Tribune; Minneapolis, Minn.","Jan 10, 2019","Minneapolis, Minn.",A.1,NEWS,https://www.proquest.com/newspapers/walz-vows-work-with-business-strengthen-state/docview/2165853235/se-2?accountid=13360,MN
10127,gas_tax,Readers Write: [METRO Edition],,"Star Tribune; Minneapolis, Minn.","May 31, 2006","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/readers-write/docview/427798295/se-2?accountid=13360,MN
10137,gas_tax,Collision course: Oberstar vs. White House on transportation spending,"Dizikes, Cynthia","MinnPost.com; Minneapolis, Minn.","Jun 18, 2009","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/collision-course-oberstar-vs-white-house-on/docview/992850353/se-2?accountid=13360,MN
10150,gas_tax,LEGISLATIVE SCORECARD: FINDING THE COMPROMISE,"Coolican, J Patrick; TOREY VAN OOT; JESSIE VAN BERKEL; Montemayor, Stephen","Star Tribune; Minneapolis, Minn.","Jun 2, 2019","Minneapolis, Minn.",B.3,NEWS,https://www.proquest.com/newspapers/legislative-scorecard/docview/2234224119/se-2?accountid=13360,MN
10159,gas_tax,"LEGISLATIVE REVIEW ; Legislators' outlook on the session ahead; On four issues that are likely to help define the 2005 legislative session school funding, taxation, highways and a statewide smoking ban in bars and restaurants legislators told Star Tribune West where they stand. The Legislature convenes Tuesday in St. Paul.: [METRO Edition]",,"Star Tribune; Minneapolis, Minn.","Dec 29, 2004","Minneapolis, Minn.",,WEST,https://www.proquest.com/newspapers/legislative-review-legislators-outlook-on-session/docview/427673721/se-2?accountid=13360,MN
10246,gas_tax,2015 Minnesota legislative session's top moments,,"Saint Paul Pioneer Press; Saint Paul, Minn.","May 23, 2015","Saint Paul, Minn.",,Politics,https://www.proquest.com/newspapers/2015-minnesota-legislative-sessions-top-moments/docview/1682798325/se-2?accountid=13360,MN
10286,gas_tax,The awful truth behind gas that suddenly costs $4.29 a gallon,"LILEKS, JAMES","Star Tribune; Minneapolis, Minn.","May 17, 2013","Minneapolis, Minn.",B.1,NEWS,https://www.proquest.com/newspapers/awful-truth-behind-gas-that-suddenly-costs-4-29/docview/1353187677/se-2?accountid=13360,MN
10325,gas_tax,Sources needed to fund roads,"Schumacher, Lawrence","St. Cloud Times; St. Cloud, Minn.","Feb 22, 2003","St. Cloud, Minn.",,Local State,https://www.proquest.com/newspapers/sources-needed-fund-roads/docview/378441493/se-2?accountid=13360,MN
10339,gas_tax,Four budget bills on way to Dayton; bonding bill fails; union fight awaits,"Nord, James","MinnPost.com; Minneapolis, Minn.","May 18, 2013","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/four-budget-bills-on-way-dayton-bonding-bill/docview/1352900372/se-2?accountid=13360,MN
10362,gas_tax,Ambition sets tone,"Schumacher, Lawrence","St. Cloud Times; St. Cloud, Minn.","Feb 13, 2008","St. Cloud, Minn.",,World/Nation,https://www.proquest.com/newspapers/ambition-sets-tone/docview/378521871/se-2?accountid=13360,MN
10371,gas_tax,Walz's transportation plan is right for Minn.,"Martin, Ken","St. Cloud Times; St. Cloud, Minn.","Apr 7, 2019","St. Cloud, Minn.",A.1,Opinion,https://www.proquest.com/newspapers/walzs-transportation-plan-is-right-minn/docview/2204151893/se-2?accountid=13360,MN
10440,gas_tax,"Legislators seem driven to fund transportation Despite belt-tightening, more spending for roads, bridges and transit is likely this session, key senators and House members say.: [METRO Edition]","Whereatt, Robert; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","Feb 15, 2001","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/legislators-seem-driven-fund-transportation/docview/427373974/se-2?accountid=13360,MN
10466,gas_tax,Lawmakers end budget impasse just in time: Compromise still means special session for full houses to pass bills,JESSIE VAN BERKEL; TOREY VAN OOT,"Star Tribune; Minneapolis, Minn.","May 20, 2019","Minneapolis, Minn.",A.1,NEWS,https://www.proquest.com/newspapers/lawmakers-end-budget-impasse-just-time/docview/2228923598/se-2?accountid=13360,MN
10473,gas_tax,"DAYTON, DFL LEADERS AGREE ON $2B TAX DEAL Increases target smokers, high earners, but no clothing sales tax: New revenue would boost school spending and fund a property tax relief plan. GOP responded with scorn.","BAIRD HELGESON; Brooks, Jennifer","Star Tribune; Minneapolis, Minn.","May 13, 2013","Minneapolis, Minn.",A.1,NEWS,https://www.proquest.com/newspapers/dayton-dfl-leaders-agree-on-2b-tax-deal-increases/docview/1351325807/se-2?accountid=13360,MN
10484,gas_tax,No-show debates: Are we even talking any more?: A lack of legislative candidates at some forums has drawn criticism - and a few shrugs.,"Peterson, David","Star Tribune; Minneapolis, Minn.","Oct 10, 2010","Minneapolis, Minn.",N.1,NEWS,https://www.proquest.com/newspapers/no-show-debates-are-we-even-talking-any-more/docview/757721696/se-2?accountid=13360,MN
10487,gas_tax,"Minnesota needs one, but must consider rural areas: Our roads and bridges demand more money, and so does carbon pollution. The burden should be on all of us. Here are some ideas.","Lenfestey, James P","Star Tribune; Minneapolis, Minn.","Dec 11, 2018","Minneapolis, Minn.",A.7,NEWS,https://www.proquest.com/newspapers/minnesota-needs-one-must-consider-rural-areas/docview/2154410392/se-2?accountid=13360,MN
10498,gas_tax,"Roads wont fix themselves. Transit wont just materialize.: It takes leadership to make these things happen. Unfortunately, leaders have taken a pass, even at the most opportune moments.","Berg, Steve","Star Tribune; Minneapolis, Minn.","May 18, 2014","Minneapolis, Minn.",OP.1,NEWS,https://www.proquest.com/newspapers/roads-wont-fix-themselves-transit-just/docview/1526016523/se-2?accountid=13360,MN
10509,gas_tax,Readers' views,,"St. Cloud Times; St. Cloud, Minn.","May 1, 2016","St. Cloud, Minn.",A.13,News,https://www.proquest.com/newspapers/readers-views/docview/1785613224/se-2?accountid=13360,MN
10550,gas_tax,READERS WRITE The most we can absorb,,"Star Tribune; Minneapolis, Minn.","Mar 21, 2019","Minneapolis, Minn.",A..,NEWS,https://www.proquest.com/newspapers/readers-write-most-we-can-absorb/docview/2194887521/se-2?accountid=13360,MN
10577,gas_tax,"DFL Chair Ken Martin on Bakk-Dayton, Daudt's performance, and 'throwaway' legislative deals","Bierschbach, Briana","MinnPost.com; Minneapolis, Minn.","Jul 6, 2015","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/dfl-chair-ken-martin-on-bakk-dayton-daudts/docview/1694447028/se-2?accountid=13360,MN
10625,gas_tax,READERS WRITE Weve all taken on the burdens of tragedy and survival,,"Star Tribune; Minneapolis, Minn.","Mar 12, 2016","Minneapolis, Minn.",A.8,NEWS,https://www.proquest.com/newspapers/readers-write-weve-all-taken-on-burdens-tragedy/docview/1773304262/se-2?accountid=13360,MN
10668,gas_tax,Bill would extend youth waterfowl hunting hours: [METRO Edition],"Smith, Doug; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","Mar 23, 1997","Minneapolis, Minn.",,SPORTS,https://www.proquest.com/newspapers/bill-would-extend-youth-waterfowl-hunting-hours/docview/426807155/se-2?accountid=13360,MN
10680,gas_tax,Letters from readers: [METRO Edition 1],,"Star Tribune; Minneapolis, Minn.","Feb 24, 2004","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/letters-readers/docview/427607673/se-2?accountid=13360,MN
10687,gas_tax,Views shape 14A race,"Aeikens, Dave","St. Cloud Times; St. Cloud, Minn.","Nov 1, 2006","St. Cloud, Minn.",,Local/State,https://www.proquest.com/newspapers/views-shape-14a-race/docview/378509694/se-2?accountid=13360,MN
10696,gas_tax,My Serve: Should environmental protection laws be weakened?,"Schuster, Dave","St. Cloud Times; St. Cloud, Minn.","Nov 6, 2005","St. Cloud, Minn.",,Opinion,https://www.proquest.com/newspapers/my-serve-should-environmental-protection-laws-be/docview/378501205/se-2?accountid=13360,MN
10757,gas_tax,"VIEW FROM MEDINA ; Transit fixes must address demand, not just supply: [METRO Edition]","Franklin, Robert","Star Tribune; Minneapolis, Minn.","Jun 20, 2007","Minneapolis, Minn.",,NORTH,https://www.proquest.com/newspapers/view-medina-transit-fixes-must-address-demand-not/docview/427887595/se-2?accountid=13360,MN
10779,gas_tax,Minnesota will pay ; Homeland security and defense are two growth areas. The money must come from somewhere.: [METRO Edition],"Milbourn, Todd; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","Feb 11, 2002","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/minnesota-will-pay-homeland-security-defense-are/docview/427466040/se-2?accountid=13360,MN
10800,gas_tax,"Inside Talk // News, information and observations from the halls of government and the campaign trail: [METRO Edition]","Patricia Lopez Baden; Whereatt, Robert; Staff Writers 1 1  Staff Writers 
","Star Tribune; Minneapolis, Minn.","Jul 08, 1996","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/inside-talk-news-information-observations-halls/docview/426724743/se-2?accountid=13360,MN
10820,gas_tax,Kleis in his own words,"Schumacher, Lawrence","St. Cloud Times; St. Cloud, Minn.","Oct 18, 2005","St. Cloud, Minn.",,World;Nation,https://www.proquest.com/newspapers/kleis-his-own-words/docview/378508929/se-2?accountid=13360,MN
10830,gas_tax,"With all three budget proposals out, the stage is set for the Legislature's biggest battle","Bierschbach, Briana; Nehil, Tom","MinnPost.com; Minneapolis, Minn.","Mar 22, 2017","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/with-all-three-budget-proposals-out-stage-is-set/docview/1879884874/se-2?accountid=13360,MN
10842,gas_tax,letters,Anonymous,"Star Tribune; Minneapolis, Minn.","Mar 12, 2008","Minneapolis, Minn.",AA.2,NEWS,https://www.proquest.com/newspapers/letters/docview/427953762/se-2?accountid=13360,MN
10844,gas_tax,Tollway would be a noose around the Twin Cities: [METRO Edition],"Chapman, Kim Alan","Star Tribune; Minneapolis, Minn.","Dec 18, 1990","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/tollway-would-be-noose-around-twin-cities/docview/418160285/se-2?accountid=13360,MN
10884,gas_tax,Is bicycling partisan?,Walker Angell,"MinnPost.com; Minneapolis, Minn.","Jun 6, 2013","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/is-bicycling-partisan/docview/1365632930/se-2?accountid=13360,MN
